RecordID,CowKey,BaseValue,SHAPSum,ClipAdjustment,Predicted,SavedPredicted
MEAS_R000137,C011,38.88295165275932,-0.4711942206715184,0.0,38.411757432087796,38.4117574320878
MEAS_R000138,C011,38.91511627920176,-0.511631710762114,0.0,38.403484568439644,38.40348456843965
MEAS_R000139,C004,38.894266054817926,-1.0782624134108667,0.0,37.81600364140706,37.81600364140706
MEAS_R000140,C004,38.920347394886576,-1.3061891641007202,7.105427357601002e-15,37.61415823078586,37.61415823078586
MEAS_R000141,C004,38.92155388873298,-1.3515135328795076,0.0,37.57004035585347,37.57004035585347
MEAS_R000142,C004,38.890214795702306,-1.2382744646426649,0.0,37.65194033105964,37.65194033105964
MEAS_R000143,C004,38.91511627920176,-1.2947705788565957,0.0,37.62034570034517,37.62034570034517
MEAS_R000144,C004,38.920347394886576,-1.3401505161775842,7.105427357601002e-15,37.580196878708996,37.580196878709
MEAS_R000145,C004,38.88295165275932,-1.2213332984582332,0.0,37.66161835430108,37.66161835430108
MEAS_R000146,C004,38.91971830990193,-1.3288359420441267,0.0,37.5908823678578,37.5908823678578
MEAS_R000147,C004,38.91896955437967,-1.3643039779097625,0.0,37.55466557646991,37.55466557646991
MEAS_R000148,C004,38.91971830990193,-1.1170307638925037,0.0,37.80268754600943,37.80268754600943
MEAS_R000149,C004,38.900228311757246,-1.1811743048842462,0.0,37.719054006873,37.719054006873
MEAS_R000150,C004,38.90954773814833,-1.2031660534956354,0.0,37.7063816846527,37.7063816846527
MEAS_R000151,C028,38.91235154376939,1.3502234697468616,-7.105427357601002e-15,40.26257501351625,40.26257501351625
MEAS_R000152,C028,38.890214795702306,1.2746842721998777,0.0,40.164899067902184,40.16489906790218
MEAS_R000153,C028,38.92043795698664,1.2485963861835816,7.105427357601002e-15,40.169034343170225,40.16903434317023
MEAS_R000154,C028,38.91608040415947,1.2719096253062165,7.105427357601002e-15,40.187990029465695,40.187990029465695
MEAS_R000155,C028,38.920347394886576,0.9337915269705628,0.0,39.85413892185714,39.85413892185714
MEAS_R000156,C028,38.90954773814833,1.3223104085409345,0.0,40.23185814668927,40.23185814668927
MEAS_R000157,C028,38.92119047613949,1.1693837524264603,-7.105427357601002e-15,40.09057422856595,40.09057422856595
MEAS_R000158,C028,38.91674418646186,1.2997504221807914,0.0,40.216494608642655,40.216494608642655
MEAS_R000159,C028,38.900228311757246,1.1697899620552485,0.0,40.070018273812494,40.070018273812494
MEAS_R000160,C028,38.91896955437967,1.2109144322070846,0.0,40.129883986586755,40.12988398658676
MEAS_R000161,C028,38.91896955437967,1.3373230000762963,0.0,40.25629255445597,40.25629255445597
MEAS_R000162,C028,38.90663615432866,1.3807356084913833,0.0,40.287371762820044,40.28737176282005
MEAS_R000163,C028,38.900228311757246,1.4065369031278119,-7.105427357601002e-15,40.306765214885054,40.306765214885054
