RecordID,MeasurementUnitID,CowKey,Seed,FoldID,Branch,BranchValue,TrainingBackground,SHAPValue
MEAS_R000272,MEAS_UNIT_000272,C020,20260523,1,HierarchicalResidualPredicted,39.1935486874274,38.92277423766374,0.15125168468304725
MEAS_R000275,MEAS_UNIT_000275,C020,20260523,1,SourceMemoryPredicted,40.06366699183,38.92019929896373,0.05863440618358019
MEAS_R000275,MEAS_UNIT_000275,C020,20260523,1,BatchSessionPredicted,40.1608396500329,38.91725581397288,0.4776807343184732
MEAS_R000275,MEAS_UNIT_000275,C020,20260523,1,HierarchicalResidualPredicted,39.912084355096,38.92277423766374,0.5526179521968057
MEAS_R000279,MEAS_UNIT_000279,C020,20260523,1,SourceMemoryPredicted,40.1448362631423,38.92019929896373,0.0627965806406661
MEAS_R000279,MEAS_UNIT_000279,C020,20260523,1,BatchSessionPredicted,40.1771284766998,38.91725581397288,0.4839375370026279
MEAS_R000279,MEAS_UNIT_000279,C020,20260523,1,HierarchicalResidualPredicted,39.9677095076839,38.92277423766374,0.5836895619702347
MEAS_R000285,MEAS_UNIT_000285,C009,20260523,1,SourceMemoryPredicted,39.8368773166774,38.92019929896373,0.047005150705616554
MEAS_R000285,MEAS_UNIT_000285,C009,20260523,1,BatchSessionPredicted,39.5559702771021,38.91725581397288,0.2453405913782475
MEAS_R000285,MEAS_UNIT_000285,C009,20260523,1,HierarchicalResidualPredicted,39.6335068817972,38.92277423766374,0.3970075827990805
MEAS_R000287,MEAS_UNIT_000287,C009,20260523,1,SourceMemoryPredicted,39.8947770667748,38.92019929896373,0.04997411737281533
MEAS_R000287,MEAS_UNIT_000287,C009,20260523,1,BatchSessionPredicted,39.5116160215577,38.91725581397288,0.22830340197111948
MEAS_R000287,MEAS_UNIT_000287,C009,20260523,1,HierarchicalResidualPredicted,39.69264079293,38.92277423766374,0.43003914721935604
MEAS_R000288,MEAS_UNIT_000288,C009,20260523,1,SourceMemoryPredicted,39.8842004448299,38.92019929896373,0.04943177240667738
MEAS_R000288,MEAS_UNIT_000288,C009,20260523,1,BatchSessionPredicted,39.6518276694141,38.91725581397288,0.28216097149393077
MEAS_R000288,MEAS_UNIT_000288,C009,20260523,1,HierarchicalResidualPredicted,39.7257195862451,38.92277423766374,0.4485166040863458
MEAS_R000291,MEAS_UNIT_000291,C009,20260523,1,SourceMemoryPredicted,40.4090861175659,38.92019929896373,0.07634670837482778
MEAS_R000291,MEAS_UNIT_000291,C009,20260523,1,BatchSessionPredicted,40.4737006074613,38.91725581397288,0.597855705679848
MEAS_R000291,MEAS_UNIT_000291,C009,20260523,1,HierarchicalResidualPredicted,40.3578968247955,38.92277423766374,0.8016439853163034
MEAS_R000296,MEAS_UNIT_000296,C012,20260523,1,SourceMemoryPredicted,39.0864186508244,38.92019929896373,0.008523347929611971
MEAS_R000296,MEAS_UNIT_000296,C012,20260523,1,BatchSessionPredicted,39.1249037066632,38.91725581397288,0.07976092562786204
MEAS_R000296,MEAS_UNIT_000296,C012,20260523,1,HierarchicalResidualPredicted,39.2164237716333,38.92277423766374,0.1640294597885965
MEAS_R000297,MEAS_UNIT_000297,C012,20260523,1,SourceMemoryPredicted,39.7571341557722,38.92019929896373,0.04291610392620301
MEAS_R000297,MEAS_UNIT_000297,C012,20260523,1,BatchSessionPredicted,39.4694142458889,38.91725581397288,0.2120930150181298
MEAS_R000297,MEAS_UNIT_000297,C012,20260523,1,HierarchicalResidualPredicted,39.5518554258658,38.92277423766374,0.35139796092660674
MEAS_R000307,MEAS_UNIT_000307,C006,20260523,1,SourceMemoryPredicted,39.4057775959454,38.92019929896373,0.024899343704050177
MEAS_R000307,MEAS_UNIT_000307,C006,20260523,1,BatchSessionPredicted,39.2771729576565,38.91725581397288,0.1382500162058235
MEAS_R000307,MEAS_UNIT_000307,C006,20260523,1,HierarchicalResidualPredicted,39.3567127196059,38.92277423766374,0.24239335173552254
MEAS_R000310,MEAS_UNIT_000310,C006,20260523,1,SourceMemoryPredicted,38.7560677256633,38.92019929896373,-0.00841629142343687
MEAS_R000310,MEAS_UNIT_000310,C006,20260523,1,BatchSessionPredicted,39.1426182868748,38.91725581397288,0.08656538338796886
