RecordID,CandidateCowKey,Source,CandidateValueClass,RequiredNumericValuesValid,EligibleRecordsForAnimal,IncludedInAnalysis,SelectionReason
TEMP_R000001,C021,S03,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R000002,C021,S03,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R000003,C021,S03,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R000004,C021,S03,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R000005,C021,S03,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R000006,C021,S03,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R000007,C021,S03,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R000008,C021,S03,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R000009,C021,S03,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R000010,X005,S03,real_reference_measurement,1,5,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000011,X005,S03,real_reference_measurement,1,5,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000012,X005,S03,real_reference_measurement,1,5,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000013,X005,S03,real_reference_measurement,1,5,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000014,X005,S03,real_reference_measurement,1,5,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000015,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000016,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000017,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000018,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000019,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000020,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000021,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000022,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000023,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000024,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000025,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000026,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000027,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000028,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000029,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000030,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000031,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000032,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000033,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000034,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000035,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000036,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000037,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000038,C003,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000039,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000040,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000041,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000042,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000043,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000044,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000045,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000046,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000047,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000048,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000049,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000050,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000051,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000052,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000053,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000054,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000055,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000056,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000057,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000058,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000059,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000060,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000061,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000062,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000063,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000064,C002,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000065,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000066,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000067,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000068,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000069,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000070,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000071,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000072,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000073,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000074,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000075,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000076,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000077,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000078,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000079,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000080,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000081,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000082,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000083,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000084,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000085,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000086,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000087,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000088,C029,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000089,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000090,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000091,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000092,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000093,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000094,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000095,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000096,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000097,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000098,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000099,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000100,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000101,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000102,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000103,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000104,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000105,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000106,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000107,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000108,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000109,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000110,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000111,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000112,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000113,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000114,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000115,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000116,C001,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000117,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000118,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000119,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000120,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000121,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000122,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000123,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000124,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000125,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000126,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000127,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000128,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000129,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000130,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000131,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000132,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000133,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000134,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000135,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000136,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000137,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000138,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000139,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000140,C027,S03,real_reference_measurement,1,24,1,included_fixed_real_ge8_analysis_set
TEMP_R000141,C026,S03,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R000142,C026,S03,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R000143,C026,S03,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R000144,C026,S03,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R000145,C026,S03,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R000146,C026,S03,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R000147,C026,S03,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R000148,C026,S03,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R000149,C026,S03,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R000150,C026,S03,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R000151,C026,S03,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R000152,C026,S03,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R000153,C026,S03,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R000154,C026,S03,real_reference_measurement,1,14,1,included_fixed_real_ge8_analysis_set
TEMP_R000155,C016,S03,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R000156,C016,S03,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R000157,C016,S03,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R000158,C016,S03,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R000159,C016,S03,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R000160,C016,S03,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R000161,C016,S03,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R000162,C016,S03,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R000163,C016,S03,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R000164,C016,S03,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R000165,C016,S03,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R000166,C016,S03,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R000167,C016,S03,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R000168,C016,S03,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R000169,C016,S03,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R000170,C016,S03,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R000171,C016,S03,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R000172,C016,S03,real_reference_measurement,1,18,1,included_fixed_real_ge8_analysis_set
TEMP_R000173,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000174,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000175,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000176,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000177,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000178,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000179,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000180,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000181,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000182,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000183,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000184,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000185,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000186,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000187,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000188,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000189,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000190,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000191,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000192,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000193,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000194,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000195,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000196,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000197,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000198,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000199,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000200,C022,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000201,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000202,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000203,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000204,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000205,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000206,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000207,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000208,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000209,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000210,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000211,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000212,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000213,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000214,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000215,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000216,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000217,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000218,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000219,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000220,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000221,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000222,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000223,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000224,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000225,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000226,C014,S03,real_reference_measurement,1,26,1,included_fixed_real_ge8_analysis_set
TEMP_R000227,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000228,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000229,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000230,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000231,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000232,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000233,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000234,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000235,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000236,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000237,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000238,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000239,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000240,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000241,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000242,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000243,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000244,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000245,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000246,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000247,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000248,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000249,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000250,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000251,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000252,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000253,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000254,C023,S03,real_reference_measurement,1,28,1,included_fixed_real_ge8_analysis_set
TEMP_R000255,X029,S03,real_reference_measurement,1,7,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000256,X029,S03,real_reference_measurement,1,7,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000257,X029,S03,real_reference_measurement,1,7,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000258,X029,S03,real_reference_measurement,1,7,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000259,X029,S03,real_reference_measurement,1,7,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000260,X029,S03,real_reference_measurement,1,7,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000261,X029,S03,real_reference_measurement,1,7,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000262,X028,S03,real_reference_measurement,1,6,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000263,X028,S03,real_reference_measurement,1,6,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000264,X028,S03,real_reference_measurement,1,6,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000265,X028,S03,real_reference_measurement,1,6,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000266,X028,S03,real_reference_measurement,1,6,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000267,X028,S03,real_reference_measurement,1,6,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000268,X025,S03,real_reference_measurement,1,4,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000269,X025,S03,real_reference_measurement,1,4,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000270,X025,S03,real_reference_measurement,1,4,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000271,X025,S03,real_reference_measurement,1,4,0,excluded_animal_fewer_than_8_eligible_records
TEMP_R000272,C011,S03,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R000273,C011,S03,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R000274,C011,S03,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R000275,C011,S03,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R000276,C011,S03,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R000277,C011,S03,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R000278,C011,S03,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R000279,C011,S03,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R000280,C011,S03,real_reference_measurement,1,9,1,included_fixed_real_ge8_analysis_set
TEMP_R000281,C004,S04,real_reference_measurement,1,12,1,included_fixed_real_ge8_analysis_set
TEMP_R000282,C004,S04,real_reference_measurement,1,12,1,included_fixed_real_ge8_analysis_set
TEMP_R000283,C004,S04,real_reference_measurement,1,12,1,included_fixed_real_ge8_analysis_set
TEMP_R000284,C004,S04,real_reference_measurement,1,12,1,included_fixed_real_ge8_analysis_set
TEMP_R000285,C004,S04,real_reference_measurement,1,12,1,included_fixed_real_ge8_analysis_set
TEMP_R000286,C004,S04,real_reference_measurement,1,12,1,included_fixed_real_ge8_analysis_set
TEMP_R000287,C004,S04,real_reference_measurement,1,12,1,included_fixed_real_ge8_analysis_set
TEMP_R000288,C004,S04,real_reference_measurement,1,12,1,included_fixed_real_ge8_analysis_set
