RecordID,RowID,CowKey,Ear_C,Air_C,Time_hour,EarAirGap_C,SHAP_Ear_temperature_C,SHAP_Ambient_temperature_C,SHAP_Time_diurnal_C,SHAP_Cow_identity_C,TechnicalBaselinePrediction_C,ConditionalFullPipelinePrediction_C,ReconstructedPrediction_C,AdditivityDifference_C,OfficialOOFPrediction_C,ConditionalVsOfficialDifference_C
TEMP_R000050,50,C002,32.8,8.0,13,24.8,0.12274559421642492,0.24266680861055848,0.3631374337158082,0.18390530573480926,38.2848692274046,39.1973243696822,39.1973243696822,0.0,39.20402363377234,-0.00669926409013755
TEMP_R000051,51,C002,33.9,9.3,13,24.6,0.10024879795556646,0.05795374268908304,0.2011023002717328,0.16383869301311668,38.2897017209764,38.8128452549059,38.8128452549059,0.0,38.82300680683687,-0.0101615519309703
TEMP_R000052,52,C002,33.9,9.3,13,24.6,0.09603324347088282,0.07312716289446483,0.18652493912283258,0.14800853931271557,38.3033631791787,38.8070570639796,38.8070570639796,0.0,38.80807507989739,-0.00101801591779349
TEMP_R000053,53,C002,36.2,8.8,14,27.4,0.5645880203521585,-0.0017781895707091877,-2.1342629392388325e-05,0.14011097696214314,38.3015478391024,39.0044473042166,39.0044473042166,0.0,39.006617971831126,-0.00217066761452855
TEMP_R000054,54,C002,36.2,8.8,14,27.4,0.5500434020456417,-0.001516599112507085,4.934372706581295e-06,0.16809340531345876,38.2847243609935,39.0013495036128,39.0013495036128,0.0,39.00756465346638,-0.00621514985358118
TEMP_R000055,55,C002,36.0,9.1,15,26.9,0.23239226937043317,0.09237159938126696,0.1556260805337685,0.12791542846613702,38.3013562984999,38.9096616762515,38.9096616762515,0.0,38.916542595202735,-0.00688091895123222
TEMP_R000056,56,C002,36.0,9.1,15,26.9,0.11531977976997727,-0.0035917193545422776,6.585759209206306e-05,0.12238482544527447,38.6822720820286,38.9164508254814,38.9164508254814,0.0,38.917589654796096,-0.00113882931469789
TEMP_R000057,57,C002,33.7,9.0,19,24.7,0.6399446754018243,0.2644888236138083,0.6163307891646573,0.20295993105260912,38.2886811247959,40.0124053440288,40.0124053440288,0.0,40.016660814980106,-0.00425547095130696
TEMP_R000058,58,C002,33.7,9.0,19,24.7,0.6364114065986417,0.2643481105393928,0.614408483513707,0.18390567150515774,38.2918990526518,39.9909727248087,39.9909727248087,0.0,39.98042761226727,0.0105451125414291
TEMP_R000059,59,C002,32.6,6.0,21,26.6,0.24044859149969314,0.13092600194925968,0.54979895926759,0.10652387708735785,38.6845048617599,39.7122022915638,39.7122022915638,0.0,39.71456708360681,-0.00236479204301077
TEMP_R000060,60,C002,32.6,6.0,21,26.6,0.23053645640285048,0.12713569988801687,0.5492902423394496,0.10693509448668277,38.6838310478694,39.6977285409864,39.6977285409864,0.0,39.69861951203878,-0.000890971052385225
TEMP_R000061,61,C002,33.2,5.4,22,27.8,0.0772379188488923,0.2533369482133079,0.798668136038024,0.1778424250409755,38.3036408077619,39.6107262359031,39.6107262359031,0.0,39.61331994228588,-0.00259370638277545
TEMP_R000062,62,C002,33.2,5.4,22,27.8,0.0655039948010246,0.2333445002319744,0.8287277903255597,0.1817382218550409,38.2902017708319,39.5995162780455,39.5995162780455,0.0,39.59623095912228,0.00328531892321848
TEMP_R000063,63,C002,33.5,5.5,23,28,0.34809381340342266,0.12367514443337471,0.2845265444280252,0.1749004556183748,38.2857188479878,39.216914805871,39.216914805871,0.0,39.22758079305443,-0.0106659871834296
TEMP_R000064,64,C002,33.5,5.5,23,28,0.3549078840377847,0.12691215417365123,0.2852644269470848,0.15732515914108564,38.289825948775,39.2142355730746,39.2142355730746,0.0,39.21962789437735,-0.00539232130275025
TEMP_R000065,65,C029,31.8,5.4,0,26.4,-0.17385831479106764,0.010915790604880002,0.0197314434560667,-0.06733378774458505,38.2854801266305,38.0749352581558,38.0749352581558,0.0,38.0745091124222,0.00042614573359856
TEMP_R000066,66,C029,31.8,5.4,0,26.4,-0.23952335525753315,-0.1545087450162666,-0.08629316878736877,-0.12179764808543325,38.6815852299449,38.0794623127983,38.0794623127983,0.0,38.10184724888259,-0.0223849360842934
TEMP_R000067,67,C029,35.7,6.1,11,29.6,-0.17263335373624855,-0.06558532123266521,-0.2261011620818003,-0.13301910485078375,38.6852679276777,38.0879289857762,38.0879289857762,0.0,38.11808533211557,-0.0301563463393677
TEMP_R000068,68,C029,35.7,6.1,11,29.6,-0.10586568981591782,-0.017627249551567324,0.026077238809013636,-0.09995559809023291,38.290593549942,38.0932222512933,38.0932222512933,0.0,38.10668573145132,-0.0134634801580233
TEMP_R000069,69,C029,32.9,6.9,12,26,-0.0304060868844059,-0.040767174713224115,-0.16664257794367404,-0.06623912302279085,38.2898881571497,37.9858331945856,37.9858331945856,0.0,37.99065262702565,-0.00481943244005123
TEMP_R000070,70,C029,32.9,6.9,12,26,-0.38516760591738475,-0.11957073329933485,-0.14385972664581695,-0.04779725525296641,38.6824357820631,37.9860404609476,37.9860404609476,0.0,37.9853738807675,0.000666580180102017
TEMP_R000071,71,C029,33.1,6.8,12,26.3,-0.005911860266958037,4.1832450458891e-05,-0.08174391864514044,-0.06535793186195824,38.3032264174757,38.1502545391521,38.1502545391521,0.0,38.15254521374324,-0.00229067459113708
TEMP_R000072,72,C029,33.1,6.8,12,26.3,0.00869267765928268,0.011211033992167899,-0.08152235616093328,-0.05585911355031629,38.2897069524369,38.1722291943771,38.1722291943771,0.0,38.174190104868245,-0.00196091049114244
