RecordID,CowKey,Source,RowID,SourceRowID,EarTemperature_C,CoreReferenceTemperature_C,AmbientTemperature_C,MeasurementTime_hour,SourceType,EarStatus,SourceWeight,SeqInCowSource,CowSourceN,EarLag1_C,EarLag2_C,AmbientLag1_C,EarDelta1_C,AmbientDelta1_C,TimeSin,TimeCos,ThermalLoad,EarAirGap_C,HotFlag,NightFlag
TEMP_R001026,C020,S01,1026,75,37.0,40.2,35.2,22,reference_stratum_2,ear_status_1,1,14,16,34.5,37.3,32.1,2.5,3.1,-0.5,0.866025403784438,1,1.8,1,1
TEMP_R001027,C020,S01,1027,7,33.9,39.5,30.9,23,reference_stratum_2,ear_status_1,1,15,16,37,34.5,35.2,-3.1,-4.3,-0.258819045102522,0.965925826289068,0.758823529411765,3,1,1
TEMP_R001028,C020,S01,1028,76,36.2,40.2,33.9,23,reference_stratum_2,ear_status_1,1,16,16,33.9,37,30.9,2.3,3,-0.258819045102522,0.965925826289068,0.935294117647059,2.3,1,1
TEMP_R001029,C009,S01,1029,12,32.1,40.4,23.6,1,reference_stratum_2,ear_status_1,1,1,9,32.1,32.1,23.6,0,0,0.258819045102521,0.965925826289068,0.329411764705882,8.5,0,1
TEMP_R001030,C009,S01,1030,104,36.1,39.3,32.5,13,reference_stratum_2,ear_status_1,1,2,9,32.1,32.1,23.6,4,8.9,-0.258819045102521,-0.965925826289068,0.852941176470588,3.6,1,0
TEMP_R001031,C009,S01,1031,38,37.2,39.4,35.4,14,reference_stratum_2,ear_status_1,1,3,9,36.1,32.1,32.5,1.1,2.9,-0.5,-0.866025403784439,1,1.8,1,0
TEMP_R001032,C009,S01,1032,105,39.3,39.5,38.8,15,reference_stratum_2,ear_status_1,1,4,9,37.2,36.1,35.4,2.09999999999999,3.4,-0.707106781186547,-0.707106781186548,1,0.5,1,0
TEMP_R001033,C009,S01,1033,62,36.1,39.5,32.8,19,reference_stratum_2,ear_status_1,1,5,9,39.3,37.2,38.8,-3.2,-6,-0.965925826289068,0.25881904510252,0.870588235294117,3.3,1,0
TEMP_R001034,C009,S01,1034,9,36.4,40.5,32.3,21,reference_stratum_2,ear_status_1,1,6,9,36.1,39.3,32.8,0.299999999999997,-0.5,-0.707106781186548,0.707106781186547,0.841176470588235,4.1,1,1
TEMP_R001035,C009,S01,1035,123,36.7,38.7,33.0,21,reference_stratum_2,ear_status_1,1,7,9,36.4,36.1,32.3,0.300000000000004,0.700000000000003,-0.707106781186548,0.707106781186547,0.882352941176471,3.7,1,1
TEMP_R001036,C009,S01,1036,10,33.4,40.8,26.5,23,reference_stratum_2,ear_status_1,1,8,9,36.7,36.4,33,-3.3,-6.5,-0.258819045102522,0.965925826289068,0.5,6.9,0,1
TEMP_R001037,C009,S01,1037,11,34.6,40.6,29.6,24,reference_stratum_2,ear_status_1,1,9,9,33.4,36.7,26.5,1.2,3.1,-2.44921270764475e-16,1,0.682352941176471,5,0,1
TEMP_R001038,C012,S01,1038,15,34.1,40.3,30.2,1,reference_stratum_2,ear_status_1,1,1,13,34.1,34.1,30.2,0,0,0.258819045102521,0.965925826289068,0.717647058823529,3.9,1,1
TEMP_R001039,C012,S01,1039,106,37.0,39.1,35.0,13,reference_stratum_2,ear_status_1,1,2,13,34.1,34.1,30.2,2.9,4.8,-0.258819045102521,-0.965925826289068,1,2,1,0
TEMP_R001040,C012,S01,1040,107,36.6,39.0,35.0,14,reference_stratum_2,ear_status_1,1,3,13,37,34.1,35,-0.399999999999999,0,-0.5,-0.866025403784439,1,1.6,1,0
TEMP_R001041,C012,S01,1041,108,37.9,39.0,36.9,15,reference_stratum_2,ear_status_1,1,4,13,36.6,37,35,1.3,1.9,-0.707106781186547,-0.707106781186548,1,1,1,0
TEMP_R001042,C012,S01,1042,59,38.4,39.7,37.9,15,reference_stratum_2,ear_status_1,1,5,13,37.9,36.6,36.9,0.5,1,-0.707106781186547,-0.707106781186548,1,0.5,1,0
TEMP_R001043,C012,S01,1043,128,38.9,39.5,38.8,18,reference_stratum_2,ear_status_1,1,6,13,38.4,37.9,37.9,0.5,0.899999999999999,-1,-1.83690953073357e-16,1,0.100000000000001,1,0
TEMP_R001044,C012,S01,1044,81,37.4,39.5,36.0,19,reference_stratum_2,ear_status_1,1,7,13,38.9,38.4,38.8,-1.5,-2.8,-0.965925826289068,0.25881904510252,1,1.4,1,0
TEMP_R001045,C012,S01,1045,129,37.7,39.5,36.2,19,reference_stratum_2,ear_status_1,1,8,13,37.4,38.9,36,0.300000000000004,0.200000000000003,-0.965925826289068,0.25881904510252,1,1.5,1,0
TEMP_R001046,C012,S01,1046,82,37.5,39.8,35.7,20,reference_stratum_2,ear_status_1,1,9,13,37.7,37.4,36.2,-0.200000000000003,-0.5,-0.866025403784439,0.5,1,1.8,1,1
TEMP_R001047,C012,S01,1047,83,36.8,40.0,35.0,21,reference_stratum_2,ear_status_1,1,10,13,37.5,37.7,35.7,-0.700000000000003,-0.700000000000003,-0.707106781186548,0.707106781186547,1,1.8,1,1
TEMP_R001048,C012,S01,1048,130,38.2,39.4,36.8,21,reference_stratum_2,ear_status_1,1,11,13,36.8,37.5,35,1.40000000000001,1.8,-0.707106781186548,0.707106781186547,1,1.40000000000001,1,1
TEMP_R001049,C012,S01,1049,13,36.2,40.6,34.3,22,reference_stratum_2,ear_status_1,1,12,13,38.2,36.8,36.8,-2,-2.5,-0.5,0.866025403784438,0.958823529411765,1.90000000000001,1,1
TEMP_R001050,C012,S01,1050,14,35.0,40.5,32.7,23,reference_stratum_2,ear_status_1,1,13,13,36.2,38.2,34.3,-1.2,-1.59999999999999,-0.258819045102522,0.965925826289068,0.864705882352941,2.3,1,1
TEMP_R001051,C006,S01,1051,20,30.1,39.8,23.5,1,reference_stratum_2,ear_status_1,1,1,14,30.1,30.1,23.5,0,0,0.258819045102521,0.965925826289068,0.323529411764706,6.6,0,1
TEMP_R001052,C006,S01,1052,41,35.1,38.5,31.4,13,reference_stratum_2,ear_status_1,1,2,14,30.1,30.1,23.5,5,7.9,-0.258819045102521,-0.965925826289068,0.788235294117647,3.7,1,0
TEMP_R001053,C006,S01,1053,95,35.8,38.6,32.5,13,reference_stratum_2,ear_status_1,1,3,14,35.1,30.1,31.4,0.699999999999996,1.1,-0.258819045102521,-0.965925826289068,0.852941176470588,3.3,1,0
TEMP_R001054,C006,S01,1054,42,35.3,39.3,31.8,14,reference_stratum_2,ear_status_1,1,4,14,35.8,35.1,32.5,-0.5,-0.699999999999999,-0.5,-0.866025403784439,0.811764705882353,3.5,1,0
TEMP_R001055,C006,S01,1055,96,37.4,38.5,36.1,15,reference_stratum_2,ear_status_1,1,5,14,35.3,35.8,31.8,2.1,4.3,-0.707106781186547,-0.707106781186548,1,1.3,1,0
TEMP_R001056,C006,S01,1056,43,38.1,39.7,36.5,15,reference_stratum_2,ear_status_1,1,6,14,37.4,35.3,36.1,0.700000000000003,0.399999999999999,-0.707106781186547,-0.707106781186548,1,1.6,1,0
TEMP_R001057,C006,S01,1057,65,35.3,38.4,32.1,19,reference_stratum_2,ear_status_1,1,7,14,38.1,37.4,36.5,-2.8,-4.4,-0.965925826289068,0.25881904510252,0.829411764705882,3.2,1,0
TEMP_R001058,C006,S01,1058,117,36.4,38.9,33.4,19,reference_stratum_2,ear_status_1,1,8,14,35.3,38.1,32.1,1.1,1.3,-0.965925826289068,0.25881904510252,0.905882352941176,3,1,0
TEMP_R001059,C006,S01,1059,16,34.4,39.4,30.8,21,reference_stratum_2,ear_status_1,1,9,14,36.4,35.3,33.4,-2,-2.6,-0.707106781186548,0.707106781186547,0.752941176470588,3.6,1,1
TEMP_R001060,C006,S01,1060,66,35.3,38.5,31.5,21,reference_stratum_2,ear_status_1,1,10,14,34.4,36.4,30.8,0.899999999999999,0.699999999999999,-0.707106781186548,0.707106781186547,0.794117647058823,3.8,1,1
TEMP_R001061,C006,S01,1061,17,34.0,39.4,29.9,22,reference_stratum_2,ear_status_1,1,11,14,35.3,34.4,31.5,-1.3,-1.6,-0.5,0.866025403784438,0.7,4.1,0,1
TEMP_R001062,C006,S01,1062,118,35.1,39.9,30.6,22,reference_stratum_2,ear_status_1,1,12,14,34,35.3,29.9,1.1,0.700000000000003,-0.5,0.866025403784438,0.741176470588235,4.5,1,1
TEMP_R001063,C006,S01,1063,18,33.3,39.6,28.0,23,reference_stratum_2,ear_status_1,1,13,14,35.1,34,30.6,-1.8,-2.6,-0.258819045102522,0.965925826289068,0.588235294117647,5.3,0,1
TEMP_R001064,C006,S01,1064,19,32.8,40.0,27.7,24,reference_stratum_2,ear_status_1,1,14,14,33.3,35.1,28,-0.5,-0.300000000000001,-2.44921270764475e-16,1,0.570588235294118,5.1,0,1
TEMP_R001065,C015,S01,1065,23,31.7,38.9,26.6,1,reference_stratum_2,ear_status_1,1,1,18,31.7,31.7,26.6,0,0,0.258819045102521,0.965925826289068,0.505882352941177,5.1,0,1
TEMP_R001066,C015,S01,1066,97,34.7,38.2,32.0,12,reference_stratum_2,ear_status_1,1,2,18,31.7,31.7,26.6,3,5.4,1.22460635382238e-16,-1,0.823529411764706,2.7,1,0
TEMP_R001067,C015,S01,1067,53,34.7,39.7,32.2,12,reference_stratum_2,ear_status_1,1,3,18,34.7,31.7,32,0,0.200000000000003,1.22460635382238e-16,-1,0.835294117647059,2.5,1,0
TEMP_R001068,C015,S01,1068,98,34.6,38.2,32.1,13,reference_stratum_2,ear_status_1,1,4,18,34.7,34.7,32.2,-0.100000000000001,-0.100000000000001,-0.258819045102521,-0.965925826289068,0.829411764705882,2.5,1,0
TEMP_R001069,C015,S01,1069,54,34.9,38.5,32.4,13,reference_stratum_2,ear_status_1,1,5,18,34.6,34.7,32.1,0.299999999999997,0.299999999999997,-0.258819045102521,-0.965925826289068,0.847058823529412,2.5,1,0
TEMP_R001070,C015,S01,1070,55,36.6,38.3,35.5,14,reference_stratum_2,ear_status_1,1,6,18,34.9,34.6,32.4,1.7,3.1,-0.5,-0.866025403784439,1,1.1,1,0
TEMP_R001071,C015,S01,1071,99,36.9,38.2,35.6,14,reference_stratum_2,ear_status_1,1,7,18,36.6,34.9,35.5,0.299999999999997,0.100000000000001,-0.5,-0.866025403784439,1,1.3,1,0
TEMP_R001072,C015,S01,1072,100,36.5,38.2,34.8,15,reference_stratum_2,ear_status_1,1,8,18,36.9,36.6,35.6,-0.399999999999999,-0.800000000000004,-0.707106781186547,-0.707106781186548,0.988235294117647,1.7,1,0
TEMP_R001073,C015,S01,1073,56,36.9,38.0,35.3,15,reference_stratum_2,ear_status_1,1,9,18,36.5,36.9,34.8,0.399999999999999,0.5,-0.707106781186547,-0.707106781186548,1,1.6,1,0
TEMP_R001074,C015,S01,1074,119,35.8,39.2,33.3,18,reference_stratum_2,ear_status_1,1,10,18,36.9,36.5,35.3,-1.1,-2,-1,-1.83690953073357e-16,0.9,2.5,1,0
TEMP_R001075,C015,S01,1075,67,35.5,38.5,33.2,19,reference_stratum_2,ear_status_1,1,11,18,35.8,36.9,33.3,-0.299999999999997,-0.0999999999999943,-0.965925826289068,0.25881904510252,0.894117647058824,2.3,1,0
TEMP_R001076,C015,S01,1076,120,35.5,39.0,33.1,19,reference_stratum_2,ear_status_1,1,12,18,35.5,35.8,33.2,0,-0.100000000000001,-0.965925826289068,0.25881904510252,0.888235294117647,2.4,1,0
TEMP_R001077,C015,S01,1077,121,35.6,39.7,33.0,20,reference_stratum_2,ear_status_1,1,13,18,35.5,35.5,33.1,0.100000000000001,-0.100000000000001,-0.866025403784439,0.5,0.882352941176471,2.6,1,1
TEMP_R001078,C015,S01,1078,122,34.6,40.0,30.4,21,reference_stratum_2,ear_status_1,1,14,18,35.6,35.5,33,-1,-2.6,-0.707106781186548,0.707106781186547,0.729411764705882,4.2,1,1
TEMP_R001079,C015,S01,1079,68,35.1,38.5,32.4,21,reference_stratum_2,ear_status_1,1,15,18,34.6,35.6,30.4,0.5,2,-0.707106781186548,0.707106781186547,0.847058823529412,2.7,1,1
TEMP_R001080,C015,S01,1080,69,34.2,38.4,30.8,22,reference_stratum_2,ear_status_1,1,16,18,35.1,34.6,32.4,-0.899999999999999,-1.6,-0.5,0.866025403784438,0.752941176470588,3.4,1,1
TEMP_R001081,C015,S01,1081,21,35.0,38.8,31.4,22,reference_stratum_2,ear_status_1,1,17,18,34.2,35.1,30.8,0.799999999999997,0.599999999999998,-0.5,0.866025403784438,0.788235294117647,3.6,1,1
TEMP_R001082,C015,S01,1082,22,33.8,39.1,29.5,23,reference_stratum_2,ear_status_1,1,18,18,35,34.2,31.4,-1.2,-1.9,-0.258819045102522,0.965925826289068,0.676470588235294,4.3,0,1
TEMP_R001083,C007,S01,1083,28,35.7,40.1,29.0,1,reference_stratum_2,ear_status_1,1,1,19,35.7,35.7,29,0,0,0.258819045102521,0.965925826289068,0.647058823529412,6.7,0,1
TEMP_R001084,C007,S01,1084,49,36.5,38.4,32.1,12,reference_stratum_2,ear_status_1,1,2,19,35.7,35.7,29,0.799999999999997,3.1,1.22460635382238e-16,-1,0.829411764705882,4.4,1,0
TEMP_R001085,C007,S01,1085,89,37.4,39.8,32.8,12,reference_stratum_2,ear_status_1,1,3,19,36.5,35.7,32.1,0.899999999999999,0.699999999999996,1.22460635382238e-16,-1,0.870588235294117,4.6,1,0
TEMP_R001086,C007,S01,1086,50,36.5,38.5,31.7,13,reference_stratum_2,ear_status_1,1,4,19,37.4,36.5,32.8,-0.899999999999999,-1.1,-0.258819045102521,-0.965925826289068,0.805882352941176,4.8,1,0
TEMP_R001087,C007,S01,1087,90,37.4,40.0,33.3,13,reference_stratum_2,ear_status_1,1,5,19,36.5,37.4,31.7,0.899999999999999,1.6,-0.258819045102521,-0.965925826289068,0.9,4.1,1,0
TEMP_R001088,C007,S01,1088,51,37.1,39.3,33.5,14,reference_stratum_2,ear_status_1,1,6,19,37.4,36.5,33.3,-0.299999999999997,0.200000000000003,-0.5,-0.866025403784439,0.911764705882353,3.6,1,0
TEMP_R001089,C007,S01,1089,91,39.2,39.9,37.2,14,reference_stratum_2,ear_status_1,1,7,19,37.1,37.4,33.5,2.1,3.7,-0.5,-0.866025403784439,1,2,1,0
TEMP_R001090,C007,S01,1090,52,38.3,39.7,35.7,15,reference_stratum_2,ear_status_1,1,8,19,39.2,37.1,37.2,-0.900000000000006,-1.5,-0.707106781186547,-0.707106781186548,1,2.59999999999999,1,0
TEMP_R001091,C007,S01,1091,92,38.9,39.7,35.9,15,reference_stratum_2,ear_status_1,1,9,19,38.3,39.2,35.7,0.600000000000001,0.199999999999996,-0.707106781186547,-0.707106781186548,1,3,1,0
TEMP_R001092,C007,S01,1092,109,37.6,39.5,33.4,18,reference_stratum_2,ear_status_1,1,10,19,38.9,38.3,35.9,-1.3,-2.5,-1,-1.83690953073357e-16,0.905882352941176,4.2,1,0
TEMP_R001093,C007,S01,1093,110,37.6,39.7,34.2,19,reference_stratum_2,ear_status_1,1,11,19,37.6,38.9,33.4,0,0.800000000000004,-0.965925826289068,0.25881904510252,0.952941176470588,3.4,1,0
TEMP_R001094,C007,S01,1094,111,36.9,39.6,33.8,20,reference_stratum_2,ear_status_1,1,12,19,37.6,37.6,34.2,-0.700000000000003,-0.400000000000006,-0.866025403784439,0.5,0.929411764705882,3.1,1,1
TEMP_R001095,C007,S01,1095,24,36.9,39.3,32.4,21,reference_stratum_2,ear_status_1,1,13,19,36.9,37.6,33.8,0,-1.4,-0.707106781186548,0.707106781186547,0.847058823529412,4.5,1,1
TEMP_R001096,C007,S01,1096,60,37.7,40.7,33.1,21,reference_stratum_2,ear_status_1,1,14,19,36.9,36.9,32.4,0.800000000000004,0.700000000000003,-0.707106781186548,0.707106781186547,0.888235294117647,4.6,1,1
TEMP_R001097,C007,S01,1097,25,35.0,39.2,28.7,22,reference_stratum_2,ear_status_1,1,15,19,37.7,36.9,33.1,-2.7,-4.4,-0.5,0.866025403784438,0.629411764705882,6.3,0,1
TEMP_R001098,C007,S01,1098,112,35.2,39.4,30.1,22,reference_stratum_2,ear_status_1,1,16,19,35,37.7,28.7,0.200000000000003,1.4,-0.5,0.866025403784438,0.711764705882353,5.1,1,1
TEMP_R001099,C007,S01,1099,61,37.2,40.6,31.8,22,reference_stratum_2,ear_status_1,1,17,19,35.2,35,30.1,2,1.7,-0.5,0.866025403784438,0.811764705882353,5.4,1,1
TEMP_R001100,C007,S01,1100,26,34.9,38.3,27.6,23,reference_stratum_2,ear_status_1,1,18,19,37.2,35.2,31.8,-2.3,-4.2,-0.258819045102522,0.965925826289068,0.564705882352941,7.3,0,1
TEMP_R001101,C007,S01,1101,27,34.6,40.2,27.1,24,reference_stratum_2,ear_status_1,1,19,19,34.9,37.2,27.6,-0.299999999999997,-0.5,-2.44921270764475e-16,1,0.535294117647059,7.5,0,1
TEMP_R001102,C013,S01,1102,33,29.3,39.3,20.6,1,reference_stratum_2,ear_status_1,1,1,10,29.3,29.3,20.6,0,0,0.258819045102521,0.965925826289068,0.152941176470588,8.7,0,1
TEMP_R001103,C013,S01,1103,93,34.7,38.7,30.0,12,reference_stratum_2,ear_status_1,1,2,10,29.3,29.3,20.6,5.4,9.4,1.22460635382238e-16,-1,0.705882352941177,4.7,1,0
TEMP_R001104,C013,S01,1104,94,35.2,38.6,30.9,13,reference_stratum_2,ear_status_1,1,3,10,34.7,29.3,30,0.5,0.899999999999999,-0.258819045102521,-0.965925826289068,0.758823529411765,4.3,1,0
TEMP_R001105,C013,S01,1105,63,34.8,38.6,30.3,19,reference_stratum_2,ear_status_1,1,4,10,35.2,34.7,30.9,-0.400000000000006,-0.599999999999998,-0.965925826289068,0.25881904510252,0.723529411764706,4.5,1,0
TEMP_R001106,C013,S01,1106,116,35.8,39.3,32.1,19,reference_stratum_2,ear_status_1,1,5,10,34.8,35.2,30.3,1,1.8,-0.965925826289068,0.25881904510252,0.829411764705882,3.7,1,0
TEMP_R001107,C013,S01,1107,29,34.5,39.2,29.7,21,reference_stratum_2,ear_status_1,1,6,10,35.8,34.8,32.1,-1.3,-2.4,-0.707106781186548,0.707106781186547,0.688235294117647,4.8,0,1
TEMP_R001108,C013,S01,1108,64,34.8,38.5,29.8,21,reference_stratum_2,ear_status_1,1,7,10,34.5,35.8,29.7,0.299999999999997,0.100000000000001,-0.707106781186548,0.707106781186547,0.694117647058824,5,0,1
TEMP_R001109,C013,S01,1109,30,33.8,39.1,27.6,22,reference_stratum_2,ear_status_1,1,8,10,34.8,34.5,29.8,-1,-2.2,-0.5,0.866025403784438,0.564705882352941,6.2,0,1
TEMP_R001110,C013,S01,1110,31,33.0,39.1,25.7,23,reference_stratum_2,ear_status_1,1,9,10,33.8,34.8,27.6,-0.799999999999997,-1.9,-0.258819045102522,0.965925826289068,0.452941176470588,7.3,0,1
TEMP_R001111,C013,S01,1111,32,32.9,39.0,25.3,24,reference_stratum_2,ear_status_1,1,10,10,33,33.8,25.7,-0.100000000000001,-0.399999999999999,-2.44921270764475e-16,1,0.429411764705882,7.6,0,1
TEMP_R001113,C024,S01,1113,44,36.1,38.0,34.0,12,reference_stratum_2,ear_status_1,1,1,17,36.1,36.1,34,0,0,1.22460635382238e-16,-1,0.941176470588235,2.1,1,0
TEMP_R001114,C024,S01,1114,45,36.0,38.0,33.2,13,reference_stratum_2,ear_status_1,1,2,17,36.1,36.1,34,-0.100000000000001,-0.799999999999997,-0.258819045102521,-0.965925826289068,0.894117647058824,2.8,1,0
TEMP_R001115,C024,S01,1115,101,36.9,38.6,34.5,13,reference_stratum_2,ear_status_1,1,3,17,36,36.1,33.2,0.899999999999999,1.3,-0.258819045102521,-0.965925826289068,0.970588235294118,2.4,1,0
TEMP_R001116,C024,S01,1116,46,36.0,38.3,33.0,14,reference_stratum_2,ear_status_1,1,4,17,36.9,36,34.5,-0.899999999999999,-1.5,-0.5,-0.866025403784439,0.882352941176471,3,1,0
TEMP_R001117,C024,S01,1117,102,37.1,38.3,35.1,14,reference_stratum_2,ear_status_1,1,5,17,36,36.9,33,1.1,2.1,-0.5,-0.866025403784439,1,2,1,0
TEMP_R001118,C024,S01,1118,103,37.7,38.2,36.2,15,reference_stratum_2,ear_status_1,1,6,17,37.1,36,35.1,0.600000000000001,1.1,-0.707106781186547,-0.707106781186548,1,1.5,1,0
TEMP_R001119,C024,S01,1119,47,38.2,38.4,37.2,15,reference_stratum_2,ear_status_1,1,7,17,37.7,37.1,36.2,0.5,1,-0.707106781186547,-0.707106781186548,1,1,1,0
TEMP_R001120,C024,S01,1120,131,37.7,38.7,35.7,19,reference_stratum_2,ear_status_1,1,8,17,38.2,37.7,37.2,-0.5,-1.5,-0.965925826289068,0.25881904510252,1,2,1,0
TEMP_R001121,C024,S01,1121,70,36.7,38.2,33.9,20,reference_stratum_2,ear_status_1,1,9,17,37.7,38.2,35.7,-1,-1.8,-0.866025403784439,0.5,0.935294117647059,2.8,1,1
TEMP_R001122,C024,S01,1122,132,37.9,38.9,35.1,20,reference_stratum_2,ear_status_1,1,10,17,36.7,37.7,33.9,1.2,1.2,-0.866025403784439,0.5,1,2.8,1,1
TEMP_R001123,C024,S01,1123,34,35.4,40.4,31.9,21,reference_stratum_2,ear_status_1,1,11,17,37.9,36.7,35.1,-2.5,-3.2,-0.707106781186548,0.707106781186547,0.817647058823529,3.5,1,1
TEMP_R001124,C024,S01,1124,71,36.5,38.4,33.6,21,reference_stratum_2,ear_status_1,1,12,17,35.4,37.9,31.9,1.1,1.7,-0.707106781186548,0.707106781186547,0.917647058823529,2.9,1,1
TEMP_R001125,C024,S01,1125,133,38.1,39.2,35.1,21,reference_stratum_2,ear_status_1,1,13,17,36.5,35.4,33.6,1.6,1.5,-0.707106781186548,0.707106781186547,1,3,1,1
TEMP_R001126,C024,S01,1126,35,35.9,41.2,32.3,22,reference_stratum_2,ear_status_1,1,14,17,38.1,36.5,35.1,-2.2,-2.8,-0.5,0.866025403784438,0.841176470588235,3.6,1,1
TEMP_R001127,C024,S01,1127,72,36.3,38.5,33.3,22,reference_stratum_2,ear_status_1,1,15,17,35.9,38.1,32.3,0.399999999999999,1,-0.5,0.866025403784438,0.9,3,1,1
TEMP_R001128,C024,S01,1128,36,35.2,40.5,30.6,23,reference_stratum_2,ear_status_1,1,16,17,36.3,35.9,33.3,-1.09999999999999,-2.7,-0.258819045102522,0.965925826289068,0.741176470588235,4.6,1,1
TEMP_R001129,C024,S01,1129,37,34.0,40.2,28.8,24,reference_stratum_2,ear_status_1,1,17,17,35.2,36.3,30.6,-1.2,-1.8,-2.44921270764475e-16,1,0.635294117647059,5.2,0,1
