BootstrapID,N,R2,RMSE,MAE,Bias
282,516,0.7931825849797417,0.3411645343314421,0.19024606806533662,0.009110204757166583
283,518,0.9040056530825648,0.28292968877781727,0.14563637853802933,-0.008354571053631365
284,519,0.8566779150632454,0.27600376155594525,0.16677476724754875,0.003831270739011993
285,524,0.858347478520257,0.2742424322150767,0.1619990552813493,-0.008039882286630409
286,517,0.8891598117753108,0.2653364087151861,0.15090902707818823,0.006272806985274844
287,517,0.8362148537603376,0.295713911393878,0.15981797024844194,-0.0005328098639429488
288,519,0.8734176557835351,0.2692359584174044,0.13962029424751837,-0.002420120058391914
289,519,0.8729388082400644,0.25167288416553385,0.13641944207255516,-0.0004219699212325655
290,522,0.895933139895147,0.2429797843484797,0.13220691719476016,0.00599308614128878
291,520,0.8578545430372286,0.27431961823015244,0.1595134371388003,0.005026855737369282
292,523,0.8632568858548484,0.2716087490880022,0.15392744000081432,0.0024498436861799754
293,522,0.919373509470063,0.2556742053072495,0.14793047305132004,-0.007823591461076678
294,517,0.864214022057775,0.24936824343589528,0.14841843265880889,0.0103259285834628
295,516,0.7695509548574708,0.32315470901133214,0.17538330291070248,0.006236601715983735
296,519,0.8865176730357271,0.20307035779788163,0.10412918002897048,0.00658310109809362
297,527,0.8407192071457458,0.3409978902295338,0.19399958111035714,-0.005424392361243769
298,522,0.8429813028341413,0.2874653250095895,0.17304005296958744,-0.00086399548271574
299,520,0.8918463905338163,0.2624580229280354,0.1473998927210817,0.005021413237925288
300,524,0.8611221451498157,0.2654107388796722,0.15005796741305694,0.00021522353406475443
301,518,0.8079594009973893,0.2947954813196055,0.1459303634289713,0.002795751986468229
302,519,0.8210187499599577,0.32114553201889195,0.15768898831888775,0.004113690333286426
303,518,0.850008030046414,0.32279194622556223,0.16808605888195405,-0.0031233009231218622
304,519,0.8719540248659814,0.2599553838911089,0.15753166987476946,0.0036581677123632976
305,522,0.8864103356671424,0.26598076396974546,0.1441621119694918,-0.0014277766740976817
306,521,0.844374640134524,0.271853134056671,0.13813457270667784,0.0047609430461334305
307,522,0.9008492473128292,0.2401059400562138,0.1358656738072306,0.00717522567041467
308,516,0.8803172407476804,0.29591089898490325,0.14706256344776542,-0.002800863926597735
309,519,0.8988696495068912,0.2614188729170827,0.12788799453118674,0.00041777129191639237
310,522,0.8810305201332138,0.2816278156588326,0.14614727315225615,0.0013773192038072518
311,523,0.7709405961028117,0.36208863089909665,0.19136415296912776,-0.005632747865161338
312,517,0.8038362788433437,0.2953238960913674,0.16615668078942497,0.015125922674954054
313,516,0.8858224655662107,0.2769914937936632,0.147937442861172,0.010380052497217912
314,524,0.8318398249714047,0.3052694035777796,0.1535473486492546,-0.002756603795048134
315,523,0.759175693344151,0.30597772739159035,0.17032324581334926,-0.005662451803527057
316,522,0.7677033832704321,0.3354906533624787,0.18414494238986753,0.00523259507205569
317,522,0.8673106763217038,0.3268971794061835,0.16748188527960262,-0.0031549521646682516
318,518,0.7640466682178193,0.35985788123806695,0.17331690705196592,0.0018970726588901973
319,523,0.8812757672882562,0.261707161197199,0.14422067325003401,0.009572299196349778
320,519,0.8686352730336078,0.26229787809251864,0.1495474874276502,0.011769944534667353
321,520,0.8102063164374631,0.3573562959634456,0.16961512796054345,-0.015960647453890198
322,522,0.8431375096912991,0.3022960104060678,0.16105962346560296,0.002664773273576604
323,521,0.8408943368019248,0.2926626484539035,0.16727908430812818,0.0011901383222736599
324,523,0.8360713751479929,0.2880756394932718,0.17696264759478825,0.0070230026413402365
325,525,0.8526374057167939,0.30940650791219365,0.17764399681708337,0.0038578728754572874
326,523,0.8522263384141047,0.2986773008706365,0.15443324543811504,0.00738744983024732
327,522,0.8606592273844206,0.2843693492218473,0.16497366614919395,-0.001087516912848238
328,523,0.8570884745839749,0.29379032240881936,0.17137819718161063,-0.001550894221514564
329,521,0.7164988300895283,0.34510490562087076,0.18804383715529735,0.0005826051862713516
330,521,0.8999071484001665,0.23826206183864754,0.13172964774338328,-0.006612251028939696
331,518,0.8597596241180745,0.29187109712549464,0.1530404941610314,0.002670410134040295
332,518,0.8342774657366312,0.3028023711466069,0.15225226707070158,0.006412529295399155
333,525,0.8542067786597974,0.3003546843115347,0.17724308286075868,0.002828933507165535
334,517,0.8144772631297695,0.292471075065946,0.1593693753401246,0.012993428805279263
335,522,0.8640243826660573,0.2810509128374902,0.1630020965872187,0.0017998824031561025
336,519,0.8513031500946113,0.29258002660868737,0.17075506500177096,0.00467228512034962
337,521,0.8284891557722237,0.32114718647912405,0.17220387968415043,-0.0005973155843517972
338,522,0.891060468961747,0.280280492445579,0.16346590370032008,-0.00639131829002214
339,515,0.8185077828955114,0.2763383902857247,0.14929942016834372,0.0037653530935326633
340,520,0.9314854392125744,0.22357690468822292,0.12765391328474918,0.0003714118057181564
