TargetRowID,TechnicalBaselinePrediction_C,FullPipelinePrediction_C,ReconstructedPrediction_C,AdditivityDifference_C
371,38.280704382415,38.1641701538828,38.1641701538828,0.0
372,38.2804712141604,38.1787799086503,38.1787799086503,0.0
373,38.6910724507672,38.4746291734193,38.4746291734193,0.0
374,38.2801600183824,38.473223552578,38.473223552578,0.0
375,38.2812647582691,38.407993115133,38.407993115133,0.0
376,38.2798877235101,37.955343153852,37.955343153852,0.0
377,38.6557953705688,38.0949164949208,38.0949164949208,0.0
378,38.6916742831611,38.1576755015784,38.1576755015784,0.0
379,38.6557899742463,37.5708565947698,37.5708565947698,0.0
380,38.280034402201,38.0697104887735,38.0697104887735,0.0
381,38.2790820049386,37.9692620861263,37.9692620861263,0.0
382,38.2797930590283,37.9773392286358,37.9773392286358,0.0
383,38.2812044818006,39.3189058159646,39.3189058159646,0.0
384,38.2805841296311,39.1860117269351,39.1860117269351,0.0
385,38.6922392348684,38.7961740358589,38.7961740358589,0.0
386,38.6559272578044,38.4517796132577,38.4517796132577,0.0
387,38.6557502776193,38.4008243631382,38.4008243631382,0.0
388,38.6933702636926,38.4399520388509,38.4399520388509,0.0
389,38.6558952278474,39.3259472735585,39.3259472735585,0.0
390,38.2799659332913,39.1840999949222,39.1840999949222,0.0
391,38.6904257764432,39.0091841010217,39.0091841010217,0.0
392,38.2796909134576,38.5379863647431,38.5379863647431,0.0
393,38.6902389268501,38.9038888457784,38.9038888457784,0.0
394,38.2790663541626,38.5818241539446,38.5818241539446,0.0
395,38.2796883334522,39.0805196027101,39.0805196027101,0.0
396,38.6556201194743,38.9750836690884,38.9750836690884,0.0
397,38.2811751940554,39.3189058159646,39.3189058159646,0.0
398,38.2806458069245,39.9391996541451,39.9391996541451,0.0
399,38.2802960249261,39.4130918507387,39.4130918507387,0.0
400,38.2800927770788,39.3068150833685,39.3068150833685,0.0
997,38.8794665769247,39.9379957367846,39.9379957367846,0.0
998,38.6672883716033,39.1322479029451,39.1322479029451,0.0
999,38.7277903521199,39.1525632375098,39.1525632375098,0.0
1000,38.724437647542,38.9593878916045,38.9593878916045,0.0
1001,38.7626789346535,39.373179489533,39.373179489533,0.0
1002,38.8918540333243,39.4743927796299,39.4743927796299,0.0
1003,38.8214432546912,39.3926436099462,39.3926436099462,0.0
1004,38.795877774026,39.3541412898206,39.3541412898206,0.0
1005,38.7751481938496,39.428142422598,39.428142422598,0.0
1006,38.8797826341901,39.8267783681008,39.8267783681008,0.0
1007,38.8918164517689,39.5601393341694,39.5601393341694,0.0
1008,38.8565519037492,39.2524079287506,39.2524079287506,0.0
1009,38.9469247819067,39.9326237785682,39.9326237785682,0.0
1010,38.7655104087249,39.3990369536949,39.3990369536949,0.0
1011,38.9467598330731,39.9343942073412,39.9343942073412,0.0
1012,38.8650883131166,39.5327214363578,39.5327214363578,0.0
1013,38.8783312053711,39.650671309368,39.650671309368,0.0
1014,38.7303337864403,38.9707957366687,38.9707957366687,0.0
1015,38.6554473476306,39.0687606891926,39.0687606891926,0.0
1016,38.7210006089719,38.7674761661732,38.7674761661732,0.0
1017,38.7481394149525,39.1998843137093,39.1998843137093,0.0
1018,38.7475536030701,39.1702886254674,39.1702886254674,0.0
1019,38.7961004480418,39.1721042435231,39.1721042435231,0.0
1020,38.786917474147,40.0284113502319,40.0284113502319,0.0
1021,38.8743667587698,39.2204911818784,39.2204911818784,0.0
1022,38.9464349377347,39.6415764078876,39.6415764078876,0.0
1023,38.8332304306526,39.4959318244327,39.4959318244327,0.0
1024,38.7653854309704,40.0891003777962,40.0891003777962,0.0
1025,39.0212248684488,39.6293292793329,39.6293292793329,0.0
1026,38.7873049945216,40.0967470001633,40.0967470001633,0.0
1027,38.8784018008756,39.5970934691588,39.5970934691588,0.0
1028,38.8566651824596,40.1728310949293,40.1728310949293,0.0
1029,38.8777108003253,40.4634070533239,40.4634070533239,0.0
1030,38.7628567541197,39.3869283275854,39.3869283275854,0.0
1031,38.6693104639776,39.4179510206995,39.4179510206995,0.0
1032,38.7462021975355,39.3580454484498,39.3580454484498,0.0
1033,38.7875179994412,39.5238750690065,39.5238750690065,0.0
1034,39.0202333217572,40.4183330743578,40.4183330743578,0.0
1035,38.8725805361703,39.589537683642,39.589537683642,0.0
1036,39.0102860574395,40.4044259553231,40.4044259553231,0.0
1037,38.9441158845891,40.4704890818097,40.4704890818097,0.0
1038,39.0197935345753,40.3895504449385,40.3895504449385,0.0
1039,38.7590131612049,39.0128572109812,39.0128572109812,0.0
1040,38.6533869431415,39.089888820364,39.089888820364,0.0
1041,38.7636871328307,39.1044785168204,39.1044785168204,0.0
1042,38.6644958054774,39.308057425274,39.308057425274,0.0
1043,38.8308762100319,39.5185943470044,39.5185943470044,0.0
1044,38.7646328070902,39.8429231803792,39.8429231803792,0.0
1045,38.8917080628764,39.4720297999988,39.4720297999988,0.0
1046,38.8563253463285,39.5207049847943,39.5207049847943,0.0
1047,38.8562687069733,39.4806047363225,39.4806047363225,0.0
1048,38.8310060143755,39.5256416490619,39.5256416490619,0.0
1049,38.8776527835495,40.2880657996203,40.2880657996203,0.0
1050,38.9290936518604,40.2785803075155,40.2785803075155,0.0
1051,39.009931555993,39.5106630124821,39.5106630124821,0.0
1052,38.7229623329996,39.3745658127601,39.3745658127601,0.0
1053,38.7604413574227,38.7082572334146,38.7082572334146,0.0
1054,38.731885107465,39.0304059448251,39.0304059448251,0.0
1055,38.6538784774744,38.7810317120752,38.7810317120752,0.0
1056,38.6666628285048,38.9169513077987,38.9169513077987,0.0
1057,38.8660429141423,38.7739283647849,38.7739283647849,0.0
1058,38.7752725259182,39.6133836476224,39.6133836476224,0.0
1059,38.9432652669388,39.6888270301726,39.6888270301726,0.0
1060,38.8216733184797,38.7978906444332,38.7978906444332,0.0
1061,39.0196474001799,39.7522599661951,39.7522599661951,0.0
1062,38.7963398738409,39.09148063694,39.09148063694,0.0
1063,38.8771830420443,39.701526963003,39.701526963003,0.0
1064,39.0099670061377,39.501495353405,39.501495353405,0.0
1065,38.8764801152714,39.1170560642217,39.1170560642217,0.0
1066,38.7467885921895,38.2837385876035,38.2837385876035,0.0
1067,38.7205643522789,38.2979960323497,38.2979960323497,0.0
1068,38.7637582514151,38.3670383085706,38.3670383085706,0.0
1069,38.6674704094525,38.7189956883016,38.7189956883016,0.0
1070,38.7218868781152,38.713587467124,38.713587467124,0.0
1071,38.76375133432,38.3707207199905,38.3707207199905,0.0
1072,38.7600169449125,38.2988562786927,38.2988562786927,0.0
1073,38.6650959214408,38.786200832867,38.786200832867,0.0
1074,38.7750964162417,39.3373392016098,39.3373392016098,0.0
1075,38.7873419544768,38.6216524626222,38.6216524626222,0.0
1076,38.8926259128408,39.6288342917928,39.6288342917928,0.0
1077,38.7756565232069,39.3035493344831,39.3035493344831,0.0
1078,38.8323195681095,39.2816677691705,39.2816677691705,0.0
1079,38.8217523387404,38.6138658498953,38.6138658498953,0.0
1080,38.857389796775,38.8457937281652,38.8457937281652,0.0
