Seed,RecordID,RowID,CowKey,Ear_C,Air_C,Time_hour,EarAirGap_C,SHAP_Ear_temperature_C,SHAP_Ambient_temperature_C,SHAP_Time_diurnal_C,SHAP_Cow_identity_C,TechnicalBaselinePrediction_C,ConditionalFullPipelinePrediction_C,ReconstructedPrediction_C,AdditivityDifference_C,OfficialOOFPrediction_C,ConditionalVsOfficialDifference_C,RawTechnicalBaselinePrediction_C,RawFullPipelinePrediction_C,ReplayAnchorCorrection_C
20260903,MEAS_R000090,90,C022,25.3,5.0,11,20.3,-0.010028580768975,-0.022248251983043,-4.34248885922486e-05,-0.164709684451093,38.514809573428,38.31777963133626,38.3177796313363,4.263256414560601e-14,38.31777963133626,0.0,38.5181248862227,38.321094944131,-0.00331531279474
20260607,MEAS_R000091,91,C022,32.2,6.1,11,26.1,-0.0164709965615829,0.0129627250453831,0.0044444047739341,0.258711005447165,38.21320159437,38.47284873307486,38.472848733074905,4.263256414560601e-14,38.47284873307486,0.0,38.2030614496374,38.4627085883423,0.01014014473256
20260701,MEAS_R000092,92,C022,29.7,6.9,12,22.8,-0.0123220975654661,0.0101970297804523,-0.0082222311376654,0.353004342788784,38.1938366130985,38.53649365696457,38.5364936569646,2.842170943040401e-14,38.53649365696457,0.0,38.1912379494474,38.5338949933135,0.0025986636510708
20260701,MEAS_R000093,93,C022,32.8,6.8,12,26.0,-0.0150175852002992,0.000615585269785,-0.0203744912244156,0.0179782098411329,38.4495013602531,38.43270307893928,38.432703078939305,2.842170943040401e-14,38.43270307893928,0.0,38.4763287942001,38.4595305128863,-0.0268274339470196
20260903,MEAS_R000094,94,C022,31.3,9.3,13,22.0,0.0099613382606248,0.0020905989337099,-0.0031971194411942,0.315755782374458,38.1929417947824,38.51755239491003,38.51755239491,-2.842170943040401e-14,38.51755239491003,0.0,38.2179746868782,38.5425852870058,-0.0250328920957728
20260607,MEAS_R000095,95,C022,32.5,8.0,13,24.5,0.0089338081498091,-0.0036622479846262,-0.0085472206696598,0.421055591330975,38.0682697308172,38.48604966164369,38.48604966164369,0.0,38.48604966164369,0.0,38.0344012049351,38.4521811357616,0.0338685258820917
20260811,MEAS_R000096,96,C022,31.2,8.8,14,22.4,0.0006175898182914,0.0143784301281116,-0.0106245769185567,0.27634847129826,38.0919210905993,38.37264100492538,38.372641004925406,2.842170943040401e-14,38.37264100492538,0.0,38.1264294279074,38.4071493422335,-0.0345083373081181
20260811,MEAS_R000097,97,C022,32.3,9.1,15,23.2,0.0531234404693481,0.0348027480557983,0.0004247372872991,0.0020913092153485,38.259553710428,38.349995945455774,38.34999594545579,1.4210854715202004e-14,38.349995945455774,0.0,38.2551517466467,38.3455939816745,0.0044019637812766
20260607,MEAS_R000098,98,C022,33.3,11.2,15,22.1,-0.0060028932349993,-7.85199896000677e-05,0.0029521983528013,0.525859380984201,38.0850557608941,38.60778592700649,38.6077859270065,1.4210854715202004e-14,38.60778592700649,0.0,38.0923886392848,38.6151188053972,-0.0073328783907129
20260701,MEAS_R000099,99,C022,32.9,9.0,19,23.9,-0.0074063874068581,0.0242789859303413,0.0490427122838894,-0.104100026005976,38.4670745178324,38.428889802633776,38.428889802633805,2.842170943040401e-14,38.428889802633776,0.0,38.4759906640945,38.4378059488959,-0.0089161462621234
20260903,MEAS_R000100,100,C022,31.5,6.0,21,25.5,0.0123675263459765,-0.0123162304979936,0.0718456052309081,-0.142671568249089,38.5153661014819,38.44459143431168,38.4445914343117,1.4210854715202004e-14,38.44459143431168,0.0,38.5182101301696,38.4474354629994,-0.0028440286877256
20260811,MEAS_R000101,101,C022,31.1,5.4,22,25.7,-0.003878383847157,0.0444967762224741,0.181438309344791,0.0656941524321919,38.166493058439,38.45424391259132,38.4542439125913,-2.1316282072803006e-14,38.45424391259132,0.0,38.12937696013,38.4171278142823,0.0371160983090206
20260607,MEAS_R000102,102,C022,32.1,5.5,23,26.6,-0.0132796202540331,-0.0183517529956845,0.0944985037305013,0.201899294701816,38.0984179062667,38.36318433144928,38.3631843314493,1.4210854715202004e-14,38.36318433144928,0.0,38.0982693009515,38.3630357261341,0.0001486053151751
20260607,MEAS_R000103,103,C014,28.2,5.4,0,22.8,-0.0389957316769021,0.0210887646046665,0.123492757644249,-0.121092139778617,38.352301805939,38.33679545673239,38.336795456732396,7.105427357601002e-15,38.33679545673239,0.0,38.3668934467234,38.3513870975168,-0.0145916407844098
20260607,MEAS_R000104,104,C014,30.4,5.0,11,25.4,-0.0341513224641007,0.008793933887467,0.150819106143083,0.01759354484675,38.0848077453059,38.22786300771914,38.2278630077191,-3.552713678800501e-14,38.22786300771914,0.0,38.0813484509951,38.2244037134083,0.0034592943108364
20260903,MEAS_R000105,105,C014,31.0,6.1,11,24.9,-0.0144645789516318,-0.0115780067452652,0.181465727007685,-0.334982573681383,38.5042797493113,38.32472031694071,38.324720316940706,-7.105427357601002e-15,38.32472031694071,0.0,38.5187227207706,38.3391632884,-0.014442971459296
20260701,MEAS_R000106,106,C014,31.6,6.8,12,24.8,-0.008890955557885,0.0166539697882803,-0.0154566092463835,-0.369944561166518,38.4820223328627,38.1043841766802,38.104384176680185,-1.4210854715202004e-14,38.1043841766802,0.0,38.4723459659734,38.0947078097909,0.0096763668893018
20260523,MEAS_R000107,107,C014,32.0,6.9,12,25.1,0.0029698449039011,0.0092767296274995,0.0091778507047658,-0.397815515755167,38.4527298498402,38.07633875932123,38.0763387593212,-2.842170943040401e-14,38.07633875932123,0.0,38.4531411192741,38.0767500287551,-0.0004112694338687
20260607,MEAS_R000108,108,C014,30.8,8.0,13,22.8,0.0162274251937268,-0.0062829950191396,0.0066456107909764,0.0008597962355422,38.1542165584827,38.17166639568383,38.17166639568381,-2.1316282072803006e-14,38.17166639568383,0.0,38.1624463809183,38.1798962181194,-0.0082298224355739
20260523,MEAS_R000109,109,C014,32.7,9.3,13,23.4,-0.0208493145688842,0.0003644529246991,-0.0184874692522978,-0.026359548566818,38.1985901902926,38.13325831082927,38.1332583108293,2.842170943040401e-14,38.13325831082927,0.0,38.2063241295874,38.1409922501241,-0.0077339392948303
20260701,MEAS_R000110,110,C014,33.2,8.8,14,24.4,0.0174629480701078,0.0331927920864743,-0.0150740782681744,0.0002993002850928,38.1188734828271,38.15475444500058,38.1547544450006,2.1316282072803006e-14,38.15475444500058,0.0,38.1094829813714,38.1453639435449,0.0093905014556767
20260811,MEAS_R000111,111,C014,33.5,11.2,15,22.3,0.0087451200904406,0.0002100275914583,-0.0016535907224408,-0.14825102555486,38.2557248144495,38.1147753458541,38.11477534585409,-7.105427357601002e-15,38.1147753458541,0.0,38.2390867378027,38.0981372692073,0.0166380766467995
20260811,MEAS_R000112,112,C014,32.1,9.0,19,23.1,0.0347333399134489,0.0128997084090005,0.192728473509616,-0.234369372563365,38.4332137202435,38.43920586951219,38.43920586951221,1.4210854715202004e-14,38.43920586951219,0.0,38.4407984561199,38.4467906053886,-0.0075847358764065
20260811,MEAS_R000113,113,C014,31.2,6.0,21,25.2,0.0301133783446339,-0.0051516619917665,0.203112020138699,-0.203492743549866,38.4293141007946,38.45389509373629,38.4538950937363,7.105427357601002e-15,38.45389509373629,0.0,38.4403136292215,38.4648946221632,-0.0109995284269075
20260607,MEAS_R000114,114,C014,31.5,5.4,22,26.1,0.0014468168464011,0.0084279551149014,0.297984116815504,0.0,38.0662273822845,38.374086271061294,38.374086271061316,2.1316282072803006e-14,38.374086271061294,0.0,38.0395775779272,38.347436466704,0.0266498043572909
20260903,MEAS_R000115,115,C014,31.0,5.5,23,25.5,-0.003404560007367,0.0015803192580818,0.543164362825083,-0.0001968665888973,38.0348335063033,38.57597676179018,38.5759767617902,2.1316282072803006e-14,38.57597676179018,0.0,38.0312484147196,38.5723916702065,0.0035850915836803
20260607,MEAS_R000116,116,C023,30.7,5.4,0,25.3,0.0152084112083083,0.0032861597093258,0.143642607762794,0.612197391133375,38.2198058774554,38.994140447269245,38.9941404472692,-4.263256414560601e-14,38.994140447269245,0.0,38.2191009551998,38.9934355250136,0.0007049222556432
20260523,MEAS_R000117,117,C023,30.4,5.0,11,25.4,0.0180632169502412,0.0227586111728755,0.296675824569808,0.594740092396776,38.2374261352932,39.16966388038293,39.1696638803829,-2.842170943040401e-14,39.16966388038293,0.0,38.2251780672199,39.1574158123096,0.0122480680733261
20260811,MEAS_R000118,118,C023,32.6,6.1,11,26.5,0.0448837687058899,0.0324026969365061,0.0050818815737248,0.611141899190873,38.1127151627114,38.80622540911842,38.8062254091184,-2.1316282072803006e-14,38.80622540911842,0.0,38.1281990895729,38.8217093359799,-0.0154839268614779
20260701,MEAS_R000119,119,C023,31.7,6.9,12,24.8,0.0218825225961403,0.0072935161748416,0.0155492905186255,0.81434664465309,38.0495621635012,38.90863413744387,38.9086341374439,2.842170943040401e-14,38.90863413744387,0.0,38.0783840502252,38.9374560241679,-0.0288218867240317
20260811,MEAS_R000120,120,C023,33.2,6.8,12,26.4,0.0329421761794677,0.0343410844186837,-0.004070891971749,0.7482237123643,38.1278106859911,38.93924676698183,38.9392467669818,-2.842170943040401e-14,38.93924676698183,0.0,38.1429349553087,38.9543710362994,-0.0151242693175746
20260607,MEAS_R000121,121,C023,32.8,9.3,13,23.5,0.0287063380245508,0.0121834254954827,0.0006924977915664,0.763361861117399,38.1162821475798,38.921226270008844,38.9212262700088,-4.263256414560601e-14,38.921226270008844,0.0,38.1096436790772,38.9145878015062,0.0066384685026434
20260811,MEAS_R000122,122,C023,33.0,8.0,13,25.0,-0.0031251636715996,-0.0030339466208844,-0.0060819954034325,0.459351170357915,38.4789125178322,38.92602258249424,38.9260225824942,-4.263256414560601e-14,38.92602258249424,0.0,38.4796147374971,38.9267248021591,-0.0007022196648662
20260811,MEAS_R000123,123,C023,33.7,8.8,14,24.9,0.012039926135234,-0.0006565321222661,0.0004088136770027,0.462652502627834,38.4785913890415,38.953036099359295,38.95303609935931,1.4210854715202004e-14,38.953036099359295,0.0,38.4794110245714,38.9538557348892,-0.0008196355299077
20260903,MEAS_R000124,124,C023,32.4,11.2,15,21.2,0.0105245752390767,-0.0003835414295257,7.88150570739295e-05,0.878422627960775,38.0304946275172,38.91913710434464,38.91913710434459,-4.973799150320701e-14,38.91913710434464,0.0,38.0318489491595,38.9204914259869,-0.0013543216422675
20260523,MEAS_R000125,125,C023,35.3,9.1,15,26.2,-0.0084460234108843,0.0070760124814661,0.0012943689258004,0.796241959811015,38.1310749512841,38.92724126909148,38.92724126909149,7.105427357601002e-15,38.92724126909148,0.0,38.1219131062993,38.9180794241067,0.0091618449847814
20260903,MEAS_R000126,126,C023,32.1,9.0,19,23.1,0.0027332569929576,-0.0101382252061413,0.243803542770474,0.473166291638308,38.5205458298181,39.23011069601368,39.23011069601369,7.105427357601002e-15,39.23011069601368,0.0,38.5155426433921,39.2251075095877,0.0050031864259736
20260523,MEAS_R000127,127,C023,33.5,6.0,21,27.5,0.0231901223231403,0.0185465940636581,0.193871955729808,0.676604359611991,38.135091333859,39.04730436558757,39.04730436558761,3.552713678800501e-14,39.04730436558757,0.0,38.1373534637122,39.0495664954408,-0.0022621298532286
20260607,MEAS_R000128,128,C023,33.8,5.4,22,28.4,0.0056292220625415,0.0096236894666432,0.225570504612644,0.751485315581675,38.0920864421159,39.084395173839376,39.0843951738394,2.1316282072803006e-14,39.084395173839376,0.0,38.0409965050972,39.0333052368207,0.0510899370186735
20260607,MEAS_R000129,129,C023,33.3,5.5,23,27.8,0.0756878933035416,-0.0008115181574908,0.248027122536791,0.58426286994236,38.2242256110229,39.13139197864812,39.1313919786481,-2.1316282072803006e-14,39.13139197864812,0.0,38.1606687833963,39.0678351510215,0.0635568276266198
20260811,MEAS_R000130,130,C011,28.2,13.1,11,15.1,0.0059053557042994,0.0058293617910987,0.141052169208384,-0.0436146301325836,38.1253281324086,38.23450038897976,38.234500388979804,4.263256414560601e-14,38.23450038897976,0.0,38.1105673213382,38.2197395779094,0.0147608110703601
20260811,MEAS_R000131,131,C011,30.2,16.0,12,14.2,-0.0930849183092501,0.0230117812594835,-0.0017745639493001,0.067849402978668,38.103406875727,38.09940857770664,38.099408577706605,-3.552713678800501e-14,38.09940857770664,0.0,38.0963577388029,38.0923594407825,0.0070491369241381
20260523,MEAS_R000132,132,C011,30.8,18.3,13,12.5,-0.0133422968320402,-0.0129065505443406,-0.0075443449238263,0.0502527466718075,38.1088524207346,38.125311975106186,38.12531197510619,7.105427357601002e-15,38.125311975106186,0.0,38.1044129042171,38.1208724585887,0.0044395165174862
20260811,MEAS_R000133,133,C011,31.9,20.8,14,11.1,0.0084034541975069,-0.0194322176155914,-0.0138497461233591,0.0085102122478405,38.0971024629911,38.08073416569751,38.0807341656975,-7.105427357601002e-15,38.08073416569751,0.0,38.0972448978203,38.0808766005267,-0.0001424348291934
20260607,MEAS_R000134,134,C011,32.6,22.0,15,10.6,0.0130914131208174,-0.0329629880452345,0.0022788106036995,0.0578871263571159,38.082424064255,38.12271842629136,38.1227184262914,4.263256414560601e-14,38.12271842629136,0.0,38.0790256125466,38.119319974583,0.0033984517083567
20260523,MEAS_R000135,135,C011,30.2,13.4,21,16.8,-0.020498362280683,-0.0007516793391844,0.372424411298131,-0.119236219405964,38.092079387578,38.32401753785025,38.32401753785031,5.684341886080802e-14,38.32401753785025,0.0,38.0822291715769,38.3141673218492,0.0098502160010554
20260607,MEAS_R000136,136,C011,30.7,11.8,22,18.9,-0.0500617869570181,-0.0086720661922014,0.174571889479833,-0.0467263823033175,38.1292453775536,38.19835703158087,38.1983570315809,2.842170943040401e-14,38.19835703158087,0.0,38.1196424108778,38.1887540649051,0.0096029666757715
20260811,MEAS_R000137,137,C011,30.6,10.9,23,19.7,0.0001580920768251,-0.0053009796251727,0.0770133081541105,-0.125438706949659,38.4653257184317,38.4117574320878,38.411757432087796,-7.105427357601002e-15,38.4117574320878,0.0,38.4655345597821,38.4119662734382,-0.0002088413504068
20260523,MEAS_R000138,138,C011,29.6,10.9,24,18.7,-0.0262865346049246,-0.0033389903616066,0.316735668208677,0.0241652394225582,38.0922091857749,38.40348456843965,38.4034845684396,-4.973799150320701e-14,38.40348456843965,0.0,38.0851729144689,38.3964482971336,0.0070362713060419
20260607,MEAS_R000139,139,C004,28.8,7.9,1,20.9,-0.0002223818809833,0.0122380061712839,0.288158576072885,-0.47700101489468,37.9928304559386,37.81600364140706,37.81600364140711,4.973799150320701e-14,37.81600364140706,0.0,38.0098026135413,37.8329757990098,-0.0169721576027442
20260523,MEAS_R000140,140,C004,27.6,3.5,14,24.1,0.0263718552864495,0.0165621177433521,-0.002205720694232,-0.603007699914266,38.1764376783646,37.61415823078586,37.614158230785904,4.263256414560601e-14,37.61415823078586,0.0,38.1786107797345,37.6163313321558,-0.0021731013699408
20260903,MEAS_R000141,141,C004,32.4,4.6,12,27.8,-0.0347319220839412,-0.0264011507098753,0.0151938029509076,-1.04135734745679,38.6573369731532,37.57004035585347,37.57004035585351,3.552713678800501e-14,37.57004035585347,0.0,38.6588267387367,37.571530121437,-0.0014897655835284
20260523,MEAS_R000142,142,C004,30.6,9.4,9,21.2,-0.0349994864590659,0.000769569974785,0.121951720114914,-0.536159521779734,38.1003780492087,37.65194033105964,37.6519403310596,-4.263256414560601e-14,37.65194033105964,0.0,38.0921411496078,37.6437034314587,0.0082368996009449
20260523,MEAS_R000143,143,C004,32.3,5.3,11,27.0,0.0035539154708595,-0.0008084036298251,0.104248448670559,-0.551985433733192,38.0653371735668,37.62034570034517,37.620345700345204,3.552713678800501e-14,37.62034570034517,0.0,38.0665274236431,37.6215359504215,-0.0011902500763341
20260523,MEAS_R000144,144,C004,31.2,8.8,12,22.4,-0.0176454516468502,-0.0061958386974835,-0.0078453799532839,-0.560376912983386,38.17226046199,37.580196878709,37.580196878708996,-7.105427357601002e-15,37.580196878709,0.0,38.1767694975612,37.5847059142802,-0.0045090355712034
20260811,MEAS_R000145,145,C004,32.9,5.5,10,27.4,-0.0159933584397596,0.0050554631839071,0.106815631990193,-0.889238893935843,38.4549795115026,37.66161835430108,37.661618354301105,2.1316282072803006e-14,37.66161835430108,0.0,38.4560334246905,37.662672267489,-0.001053913187917
20260701,MEAS_R000146,146,C004,31.1,11.3,12,19.8,-0.010781179537308,0.0070427975449091,0.0036924691951257,-0.567398963115625,38.1583272437707,37.5908823678578,37.5908823678578,0.0,37.5908823678578,0.0,38.1560245380061,37.5885796620932,0.002302705764599
20260811,MEAS_R000147,147,C004,31.0,8.6,13,22.4,-0.0186523141010693,0.011798359656467,-0.0222928638912521,-0.512589093714353,38.0964014885201,37.55466557646991,37.554665576469894,-1.4210854715202004e-14,37.55466557646991,0.0,38.0948998435811,37.5531639315309,0.0015016449390117
20260701,MEAS_R000148,148,C004,34.3,12.7,17,21.6,-0.0189051819602521,0.0188686084664352,0.147988686179868,-0.504237999285851,38.1589734326092,37.80268754600943,37.8026875460094,-2.842170943040401e-14,37.80268754600943,0.0,38.1559264912752,37.7996406046754,0.003046941334027
20260811,MEAS_R000149,149,C004,30.1,9.5,22,20.6,0.0107756903627519,0.0252029961533993,0.0954455944189991,-0.621187932208649,38.2088176581465,37.719054006873,37.719054006872994,-7.105427357601002e-15,37.719054006873,0.0,38.2123239009083,37.7225602496348,-0.0035062427618015
20260523,MEAS_R000150,150,C004,30.6,4.5,19,26.1,0.0091866064960661,0.0001010393116841,0.167199631310432,-0.547986024951184,38.0778804324857,37.7063816846527,37.7063816846527,0.0,37.7063816846527,0.0,38.0804367790994,37.7089380312664,-0.0025563466137015
20260607,MEAS_R000151,151,C028,34.5,29.7,23,4.8,0.0931547303753071,0.0850041363739086,0.249416537575142,1.65618395970164,38.1788156494902,40.26257501351625,40.262575013516205,-4.263256414560601e-14,40.26257501351625,0.0,38.1797482403934,40.2635076044194,-0.0009325909031545
20260523,MEAS_R000152,152,C028,36.6,36.5,15,0.100000000000001,0.0701824200906576,0.0711097321154242,0.0409716908738744,1.86241777523474,38.1202174495875,40.16489906790218,40.1648990679022,2.1316282072803006e-14,40.16489906790218,0.0,38.1210442509253,40.16572586924,-0.0008268013378156
20260903,MEAS_R000153,153,C028,37.6,35.5,13,2.1,0.0740023601273248,0.047150727343593,0.0887837649094922,1.44582974061439,38.5132677501754,40.16903434317023,40.1690343431702,-2.842170943040401e-14,40.16903434317023,0.0,38.5131310342817,40.1688976272765,0.0001367158937242
20260701,MEAS_R000154,154,C028,38.6,37.4,14,1.2,0.0933573487766909,0.15240839296544,0.0361035296031721,1.71670670892919,38.1894140491912,40.187990029465695,40.187990029465695,0.0,40.187990029465695,0.0,38.1951502199825,40.193726200257,-0.0057361707913017
20260523,MEAS_R000155,155,C028,37.7,40.4,13,-2.7,-0.0004409302527997,-0.03245905693355,-0.0183099678799679,1.67632839378152,38.2290204831419,39.85413892185714,39.85413892185711,-3.552713678800501e-14,39.85413892185714,0.0,38.1913517584136,39.8164701971288,0.0376687247283414
20260523,MEAS_R000156,156,C028,39.9,38.3,21,1.6,0.112315108703023,0.0319026936483411,0.178242297565858,1.75387554714987,38.1555224996222,40.23185814668927,40.23185814668929,2.1316282072803006e-14,40.23185814668927,0.0,38.1525127407368,40.2288483878039,0.0030097588853692
20260607,MEAS_R000157,157,C028,38.4,38.5,20,-0.100000000000001,0.0396443496548571,-0.0184362034713068,0.233476345286559,1.68506512891769,38.1508246081781,40.09057422856595,40.090574228565906,-4.263256414560601e-14,40.09057422856595,0.0,38.1551753740375,40.0949249944253,-0.0043507658593497
20260523,MEAS_R000158,158,C028,37.3,36.7,22,0.599999999999994,0.0964531326269498,0.1154248095355,0.045479504152332,1.49792875122982,38.4612084110981,40.216494608642655,40.2164946086427,4.263256414560601e-14,40.216494608642655,0.0,38.4610001992771,40.2162863968217,0.0002082118209543
20260811,MEAS_R000159,159,C028,36.8,36.2,17,0.599999999999994,0.113464894180034,0.0453375110971835,0.0455285169766485,1.57306104712983,38.2926263044288,40.070018273812494,40.070018273812494,0.0,40.070018273812494,0.0,38.2579934367786,40.0353854061623,0.0346328676501955
20260811,MEAS_R000160,160,C028,37.2,37.5,23,-0.299999999999997,0.0500274291964011,0.141866692205001,0.217649628586535,1.57936048413347,38.1409797524653,40.12988398658676,40.1298839865867,-6.394884621840902e-14,40.12988398658676,0.0,38.1275796351111,40.1164838692325,0.0134001173542515
20260811,MEAS_R000161,161,C028,38.6,37.3,0,1.3,0.0918131909693341,0.172396662437567,0.196229024053701,1.6597464257439,38.1361072512515,40.25629255445597,40.256292554455996,2.842170943040401e-14,40.25629255445597,0.0,38.1306733353153,40.2508586385198,0.005433915936166
20260903,MEAS_R000162,162,C028,37.2,34.8,20,2.40000000000001,0.0833858390080338,0.0852724498329819,0.492455379442365,1.59413617980001,38.0321219147366,40.28737176282005,40.28737176281999,-6.394884621840902e-14,40.28737176282005,0.0,38.032420259223,40.2876701073064,-0.0002983444863531
20260811,MEAS_R000163,163,C028,35.4,33.2,1,2.2,0.126226914311591,0.0774572345715552,0.0876895633203579,1.69619990109499,38.3191916015866,40.306765214885054,40.306765214885104,4.973799150320701e-14,40.306765214885054,0.0,38.3188517991379,40.3064254124364,0.0003398024486571
20260701,MEAS_R000164,164,C008,33.6,2.9,21,30.7,0.0359324603438248,0.0287654421106573,0.175070444981041,-0.357851884075026,38.4663835063564,38.34829996971686,38.34829996971689,2.842170943040401e-14,38.34829996971686,0.0,38.4684699162202,38.3503863795807,-0.0020864098638355
20260523,MEAS_R000165,165,C008,31.2,4.6,14,26.6,0.0289822290855906,0.0038067634125914,-0.0100333351096094,0.103486390643226,38.0807322518932,38.20697429992499,38.206974299925,1.4210854715202004e-14,38.20697429992499,0.0,38.0803764338848,38.2066184819166,0.0003558180083871
20260607,MEAS_R000166,166,C008,32.1,6.5,9,25.6,0.0269986427513172,0.0017345189958166,-0.0480232918581187,-0.220424041453317,38.3563941193888,38.11667994782451,38.1166799478245,-7.105427357601002e-15,38.11667994782451,0.0,38.35615061231,38.1164364407457,0.0002435070788067
20260811,MEAS_R000167,167,C008,33.2,8.4,11,24.8,0.0050381366553822,0.0017460972215825,0.0109794379551816,-0.366709439924851,38.4655216986904,38.11657593059765,38.11657593059769,4.263256414560601e-14,38.11657593059765,0.0,38.4654367743653,38.1164910062726,8.49243250513609e-05
20260701,MEAS_R000168,168,C008,36.6,9.3,11,27.3,0.0470033250672746,0.0066977212011748,0.0393851313845423,0.0070592945780069,38.0439893007731,38.1441347730041,38.1441347730041,0.0,38.1441347730041,0.0,38.0407271962153,38.1408726684463,0.0032621045577983
20260811,MEAS_R000169,169,C008,33.3,5.5,11,27.8,0.0289003883095085,-0.0140712330933225,0.0504734339212588,-0.372438500915642,38.439766827666,38.13263091588776,38.1326309158878,4.263256414560601e-14,38.13263091588776,0.0,38.436985962932,38.1298500511538,0.0027808647339568
20260903,MEAS_R000170,170,C008,34.3,10.8,10,23.5,-0.0283956262252835,-0.0068744437694163,-0.1532611032307,-0.326331310896101,38.6421216310027,38.12725914688117,38.1272591468812,2.842170943040401e-14,38.12725914688117,0.0,38.6422641795503,38.1274016954288,-0.0001425485476289
20260523,MEAS_R000171,171,C008,35.5,11.3,16,24.2,0.022100431044592,0.0007476230841767,0.0711580136583407,-0.0285518667954072,38.1102992872097,38.17575348820145,38.1757534882014,-4.973799150320701e-14,38.17575348820145,0.0,38.1090369227981,38.1744911237898,0.0012623644116516
20260701,MEAS_R000172,172,C008,35.0,9.6,16,25.4,0.0249870829511565,0.0271849223739894,0.110774076151323,-0.0965976318917742,38.113730835025,38.18007928460969,38.1800792846097,7.105427357601002e-15,38.18007928460969,0.0,38.1180598489056,38.1844082984903,-0.0043290138806071
20260903,MEAS_R000173,173,C008,34.4,7.5,17,26.9,-0.0458051627038648,-0.0219554007423183,-0.0117720726124843,-0.341859191042735,38.6334654547904,38.21207362768904,38.21207362768899,-4.973799150320701e-14,38.21207362768904,0.0,38.63565120375,38.2142593766486,-0.0021857489595547
20260607,MEAS_R000174,174,C008,31.6,3.5,22,28.1,0.04999767558616,-0.0244908006423235,0.25708522468794,-0.0803363444048758,38.0831780308735,38.28543378610041,38.2854337861004,-1.4210854715202004e-14,38.28543378610041,0.0,38.083350330968,38.2856060861949,-0.0001723000944906
20260523,MEAS_R000175,175,C008,33.6,7.9,1,25.7,0.0181028354468165,0.0003749255736173,0.1439696415255,-0.0608190880086325,38.0823836459834,38.18401196052071,38.1840119605207,-7.105427357601002e-15,38.18401196052071,0.0,38.0819216566273,38.1835499711646,0.0004619893561041
20260811,MEAS_R000176,176,C030,27.8,6.9,1,20.9,-0.0266918817631492,0.0279538374054328,-5.71587111354646e-05,1.40450308518065,38.5643054067429,39.97001328885465,39.9700132888547,4.973799150320701e-14,39.97001328885465,0.0,38.5617402409136,39.9674481230254,0.0025651658292531
20260523,MEAS_R000177,177,C030,30.0,2.5,14,27.5,0.0049706897276079,0.0170975774694426,-0.0026490254222094,1.72677026085346,38.3517420331354,40.0979315357637,40.097931535763706,7.105427357601002e-15,40.0979315357637,0.0,38.3520193423683,40.0982088449966,-0.0002773092328993
20260523,MEAS_R000178,178,C030,32.0,6.6,8,25.4,0.0010093159542835,0.0051492587431181,0.112782469105486,1.88193607055652,38.2441731376191,40.24505025197847,40.245050251978505,3.552713678800501e-14,40.24505025197847,0.0,38.2424996620901,40.2433767764495,0.0016734755289675
20260811,MEAS_R000179,179,C030,30.6,4.3,9,26.3,0.0025335230209761,0.0411208931849583,0.167636664416291,1.81379589610088,38.2060642760628,40.23115125278594,40.23115125278591,-3.552713678800501e-14,40.23115125278594,0.0,38.2588412582381,40.2839282349612,-0.0527769821752599
20260607,MEAS_R000180,180,C030,31.0,5.4,10,25.6,0.0284485225170984,0.0329569547324997,0.0914674366923827,1.71859629305942,38.3595772199973,40.2310464269987,40.231046426998695,-7.105427357601002e-15,40.2310464269987,0.0,38.3146407911178,40.1861099981192,0.0449364288795024
20260903,MEAS_R000181,181,C030,30.4,10.5,10,19.9,-0.0041916741615342,0.0013892909145685,0.167820853306598,2.00985487661846,38.042656175138,40.21752952181606,40.2175295218161,3.552713678800501e-14,40.21752952181606,0.0,38.0420164156449,40.216889762323,0.0006397594930618
20260701,MEAS_R000182,182,C030,31.7,11.8,12,19.9,0.0125718272561783,0.0037344717008588,0.0052747612680601,1.56293870251251,38.5520295368404,40.13654929957802,40.136549299578014,-7.105427357601002e-15,40.13654929957802,0.0,38.5568972971754,40.141417059913,-0.0048677603349816
20260811,MEAS_R000183,183,C030,34.2,8.3,16,25.9,-0.0069145179913666,0.0613080932440167,-0.0290442981068348,1.67517467442068,38.4092746689968,40.109798620563296,40.109798620563296,0.0,40.109798620563296,0.0,38.4069443695678,40.1074683211343,0.0023302994289977
20260607,MEAS_R000184,184,C030,32.5,11.7,13,20.8,-0.0001560320609996,0.0060851805539492,0.014456601287583,1.83828283581827,38.2683822704708,40.12705085606956,40.1270508560696,4.263256414560601e-14,40.12705085606956,0.0,38.2674787808694,40.1261473664682,0.000903489601356
20260523,MEAS_R000185,185,C030,32.8,8.5,18,24.3,0.0102598179476351,0.009036394426466,0.0382352358644678,1.68435355908393,38.3509495555009,40.09283456282336,40.0928345628234,3.552713678800501e-14,40.09283456282336,0.0,38.3580020540567,40.0998870613792,-0.0070524985558435
20260523,MEAS_R000186,186,C030,32.2,3.5,20,28.7,0.0183983666174991,0.0083787593725486,0.2538635712694,1.69949156000545,38.1728365045983,40.15296876186318,40.15296876186319,1.4210854715202004e-14,40.15296876186318,0.0,38.1763679054209,40.1565001626858,-0.0035314008226237
20260607,MEAS_R000187,187,C030,32.2,7.9,21,24.3,-0.0224440154603999,0.0006733048611155,0.0079091649212668,1.54793663769352,38.6226790924593,40.15675418447479,40.1567541844748,7.105427357601002e-15,40.15675418447479,0.0,38.576271801913,40.1103468939285,0.0464072905462913
