"FoldID","RowID","Source","AbsResidual"
5,72,"S03",0.0258098951317578
5,87,"S03",0.0806768091787546
5,92,"S03",0.0388687565884993
5,100,"S03",0.0261778128439758
5,101,"S03",0.0331818784539663
5,105,"S03",0.0374093448918841
5,108,"S03",0.110686501915737
5,121,"S03",0.0753735170198695
5,130,"S03",0.0217914422558038
5,134,"S03",0.047441340865781
5,137,"S03",0.0173446854959067
5,141,"S03",0.0108289103381409
5,146,"S03",0.249894297592654
5,160,"S03",0.0249905669363244
5,170,"S03",0.0312122574286419
5,172,"S03",0.0050383463123964
5,175,"S03",0.0102084676121947
5,186,"S03",0.044325287640099
5,193,"S03",0.0056423130254046
5,197,"S03",0.0132777998450279
5,200,"S03",0.0521887593730383
5,204,"S03",0.0998728299241662
5,206,"S03",0.0122390157467222
5,209,"S03",0.0514491511940207
5,214,"S03",0.0505261357971491
5,222,"S03",0.0788818411431862
5,230,"S03",0.179213191866609
5,232,"S03",5.17605861674042e-05
5,234,"S03",0.0160505363032967
5,242,"S03",0.0309261851361668
5,244,"S03",0.0150840405999161
5,280,"S03",0.382874245779142
5,285,"S04",0.0240755148556388
5,290,"S04",0.0073023754596306
5,294,"S04",0.0242320168430012
5,299,"S04",0.0091646657083614
5,309,"S04",0.0267207309595747
5,316,"S04",0.0199875797179132
5,321,"S04",0.027425661137336
5,331,"S04",0.0398272015008132
5,332,"S04",0.0053887520986748
5,343,"S04",0.0110812757286993
5,358,"S04",0.0057333839993773
5,369,"S04",0.0239229115273431
5,372,"S04",0.0222591409344232
5,380,"S04",0.0325669805890811
5,384,"S04",0.0175572099424172
5,399,"S04",0.0116328353006949
5,400,"S04",0.0066583715507633
