Ear_surface_temperature_C,Local_ambient_temperature_C,Measured_core_temperature_C,Predicted_core_temperature_C,Raw_temperature_gap_C,Residual_measured_minus_predicted_C,Raw_absolute_error_C,Compensated_absolute_error_C,Bland_Altman_mean_C
37.5,35.7,39.8,39.519060106094926,2.299999999999997,0.2809398939050709,2.299999999999997,0.2809398939050709,39.65953005304746
36.8,35.0,40.0,39.46290877341728,3.200000000000003,0.5370912265827172,3.200000000000003,0.5370912265827172,39.73145438670864
30.1,23.5,39.8,39.50198690112813,9.699999999999996,0.2980130988718699,9.699999999999996,0.2980130988718699,39.65099345056406
35.1,31.4,38.5,39.35188779674269,3.3999999999999986,-0.8518877967426874,3.3999999999999986,0.8518877967426874,38.925943898371344
32.8,27.7,40.0,39.50415322125298,7.200000000000003,0.49584677874702265,7.200000000000003,0.49584677874702265,39.75207661062649
34.7,32.0,38.2,38.300985106595824,3.5,-0.1009851065958216,3.5,0.1009851065958216,38.25049255329792
36.6,35.5,38.3,38.70916991696783,1.6999999999999957,-0.40916991696783356,1.6999999999999957,0.40916991696783356,38.50458495848392
35.5,33.1,39.0,39.597516391302406,3.5,-0.5975163913024062,3.5,0.5975163913024062,39.2987581956512
34.2,30.8,38.4,38.87230367202084,4.199999999999996,-0.47230367202084267,4.199999999999996,0.47230367202084267,38.63615183601042
35.7,29.0,40.1,39.16586777012158,4.399999999999999,0.934132229878422,4.399999999999999,0.934132229878422,39.632933885060794
38.3,35.7,39.7,38.84963501432453,1.4000000000000057,0.8503649856754762,1.4000000000000057,0.8503649856754762,39.27481750716227
35.0,28.7,39.2,38.83983471639484,4.200000000000003,0.36016528360516276,4.200000000000003,0.36016528360516276,39.01991735819742
34.6,27.1,40.2,38.85912969721327,5.600000000000001,1.3408703027867332,5.600000000000001,1.3408703027867332,39.52956484860664
