RecordID,RowID,FoldID,Actual,Predicted,SHAP_base_value_C,SHAP_sum_C,SHAP_reconstructed_unclipped_C,SHAP_SourceMemoryPredicted_C,SHAP_BatchSessionPredicted_C,SHAP_HierarchicalResidualPredicted_C
TEMP_R001018,1018,2,39.1,39.17979553025526,38.78227848047716,0.39751704977809676,39.179795530255255,0.0735860597300231,0.09653761967055173,0.22739337037752197
TEMP_R001019,1019,5,39.5,39.1789364049349,38.79452380910577,0.3844125958291184,39.17893640493489,0.07312107760196104,0.10029555858578532,0.21099595964137205
TEMP_R001020,1020,5,40.2,40.02848549399892,38.79452380910577,1.2339616848931394,40.02848549399891,0.259196513508761,0.28313279904511707,0.6916323723392612
TEMP_R001021,1021,4,39.5,39.23475692909464,38.79926289983865,0.4354940292559756,39.23475692909463,0.08623973407262242,0.15458707614580677,0.19466721903754636
TEMP_R001022,1022,3,39.6,39.63960007741951,38.793984962448135,0.8456151149713762,39.63960007741951,0.25042091871250255,0.29930060497704897,0.29589359128182463
TEMP_R001023,1023,3,38.6,39.49880250971779,38.793984962448135,0.7048175472696592,39.49880250971779,0.23794574506083485,0.20505159545537505,0.26182020675344936
TEMP_R001024,1024,1,40.4,40.112307406822346,38.780562658734105,1.331744748088239,40.112307406822346,0.25559519969380157,0.387485574726852,0.6886639736675855
TEMP_R001025,1025,4,39.5,39.63363744346678,38.79926289983865,0.8343745436281271,39.63363744346678,0.1669504196978102,0.21814530010562785,0.44927882382468914
TEMP_R001026,1026,5,40.2,40.10636919998353,38.79452380910577,1.3118453908777596,40.106369199983526,0.26130711489442937,0.35890590364406905,0.6916323723392612
TEMP_R001027,1027,1,39.5,39.62325105290765,38.780562658734105,0.8426883941735374,39.62325105290764,0.14122871150895044,0.2630383095388916,0.4384213731256953
TEMP_R001028,1028,2,40.2,40.19049237131971,38.78227848047716,1.408213890842552,40.19049237131971,0.33922589086266336,0.3131893548917277,0.7557986450881612
TEMP_R001029,1029,1,40.4,40.49618745626638,38.780562658734105,1.71562479753227,40.49618745626638,0.31139863616600305,0.480830384239662,0.9233957771266049
TEMP_R001030,1030,3,39.3,39.37655080110809,38.793984962448135,0.5825658386599574,39.376550801108095,0.16655953580012595,0.17384089912577935,0.24216540373405204
TEMP_R001031,1031,1,39.4,39.43873538040184,38.780562658734105,0.6581727216677278,39.43873538040183,0.14197329699622563,0.20965125003864454,0.3065481746328576
TEMP_R001032,1032,2,39.5,39.38443052778362,38.78227848047716,0.602152047306455,39.384430527783614,0.1435481971531725,0.18125521449895482,0.2773486356543276
TEMP_R001033,1033,5,39.5,39.5054427290806,38.79452380910577,0.7109189199748207,39.50544272908059,0.1769722670594961,0.11507518853582768,0.418871464379497
TEMP_R001034,1034,4,40.5,40.43183040766531,38.79926289983865,1.6325675078266495,40.4318304076653,0.3696330038720105,0.4419517486323123,0.8209827553223269
TEMP_R001035,1035,4,38.7,39.59114751669694,38.79926289983865,0.7918846168582809,39.591147516696935,0.1954982579555003,0.2041615269096842,0.3922248319930965
TEMP_R001036,1036,2,40.8,40.39010303927639,38.78227848047716,1.6078245587992275,40.39010303927639,0.35952159262673167,0.3256072734517015,0.9226956927207943
TEMP_R001037,1037,3,40.6,40.44384654894706,38.793984962448135,1.6498615864989357,40.44384654894707,0.5442353109607845,0.5114306289946273,0.594195646543524
TEMP_R001038,1038,4,40.3,40.39397003761839,38.79926289983865,1.5947071377797335,40.39397003761839,0.42106248474751096,0.40747249353823095,0.7661721594939916
TEMP_R001039,1039,4,39.1,39.00411412107138,38.79926289983865,0.20485122123272337,39.004114121071375,0.021071737751015125,0.03187692078549257,0.1519025626962157
TEMP_R001040,1040,1,39.0,39.09309252144608,38.780562658734105,0.31252986271197714,39.09309252144608,0.04674662949453625,0.06825540763564042,0.19752782558180046
TEMP_R001041,1041,3,39.0,39.11212365244342,38.793984962448135,0.31813868999528805,39.11212365244342,0.10677974774047322,0.06811958736209756,0.1432393548927173
TEMP_R001042,1042,5,39.7,39.31611020989677,38.79452380910577,0.5215864007909916,39.31611020989676,0.10540051152871081,0.1652332349362461,0.2509526543260347
TEMP_R001043,1043,3,39.5,39.51527383920829,38.793984962448135,0.7212888767601494,39.515273839208284,0.23191810377397254,0.22007313454588992,0.269297638440287
